device_id,record_time,cpu_usage_percent,memory_usage_percent,temperature_celsius,online_flag
RSU-9703,2025-06-05 07:43:51,31.2,60.9,52.6,True
RSU-6684,2025-06-07 10:27:25,94.7,26.3,71.7,True
CAM-5720,2025-06-07 18:46:13,29.6,70.2,64.1,True
SEN-9448,2025-06-06 08:18:13,23.4,17.0,64.7,True
CAM-9540,2025-06-06 07:15:42,21.1,19.1,54.6,True
SEN-8721,2025-06-06 07:06:06,39.6,72.3,74.8,True
SEN-6121,2025-06-04 17:59:08,6.8,72.9,27.3,True
DEV-5777,2025-06-03 17:02:41,67.5,52.4,47.7,True
RSU-1640,2025-06-03 17:09:54,51.4,71.9,40.9,True
SEN-8721,2025-06-06 06:38:45,46.1,58.1,78.0,True
VMS-4540,2025-06-05 09:18:49,7.8,55.9,44.7,False
CAM-3584,2025-06-06 08:58:15,13.1,41.2,37.7,True
VMS-7793,2025-06-06 07:26:49,92.1,29.7,49.2,True
VMS-5226,2025-06-03 06:35:09,92.8,45.7,69.2,True
VMS-9485,2025-06-07 07:00:58,44.7,13.2,67.4,True
VMS-6450,2025-06-05 23:29:29,94.0,64.6,33.2,True
CAM-9540,2025-06-01 06:41:51,73.6,90.2,49.1,False
RSU-6684,2025-06-04 21:25:24,25.0,65.1,51.2,True
DEV-3696,2025-06-01 11:01:41,46.1,14.6,64.5,False
RSU-9703,2025-06-02 11:34:55,36.0,34.2,57.0,True
CAM-5720,2025-06-02 07:36:10,49.4,69.7,44.0,True
SEN-9113,2025-06-07 14:21:15,68.2,54.9,30.2,True
SEN-9219,2025-06-04 08:13:20,36.1,71.1,61.1,True
SEN-6121,2025-06-03 08:35:11,68.9,33.8,27.8,True
SEN-7909,2025-06-05 08:09:02,63.2,72.9,61.8,True
DEV-5777,2025-06-03 14:55:49,12.1,18.9,69.5,True
DEV-5141,2025-06-07 16:12:11,50.3,49.4,54.9,True
SEN-9113,2025-06-03 04:18:44,46.8,83.6,54.6,True
CAM-5094,2025-06-04 22:17:21,28.6,81.7,78.8,True
DEV-5141,2025-06-07 20:59:41,8.8,79.9,41.9,True
RSU-2876,2025-06-06 08:11:35,39.9,30.3,32.5,True
CAM-9540,2025-06-03 19:53:31,40.3,66.7,38.6,True
VMS-5226,2025-06-07 04:53:47,21.9,61.0,37.0,True
VMS-9055,2025-06-04 05:34:09,31.2,40.5,71.8,True
VMS-7793,2025-06-04 07:04:53,48.7,67.0,54.4,True
RSU-1640,2025-06-05 18:50:26,47.2,59.1,49.4,True
CAM-5320,2025-06-03 07:39:32,43.0,51.5,80.8,True
VMS-5226,2025-06-05 08:01:44,34.4,81.9,60.3,True
RSU-2876,2025-06-05 04:11:35,41.3,18.3,37.2,True
VMS-4540,2025-06-06 08:49:38,87.9,89.2,35.5,True
CAM-5094,2025-06-01 07:59:14,81.9,94.7,37.6,True
RSU-6684,2025-06-04 17:41:38,42.1,52.0,31.0,True
CAM-3584,2025-06-05 18:57:47,39.9,19.2,50.2,True
VMS-2566,2025-06-03 11:34:12,41.5,88.0,67.8,True
SEN-7909,2025-06-03 06:44:13,21.1,55.4,32.1,True
CAM-9540,2025-06-04 18:41:14,36.3,43.9,36.7,True
VMS-6450,2025-06-02 08:52:27,62.3,20.1,68.8,True
SEN-6121,2025-06-03 13:45:28,21.8,67.4,26.9,True
RSU-6684,2025-06-02 08:49:33,43.2,51.8,28.5,True
RSU-9703,2025-06-05 17:00:07,12.5,37.4,70.3,True
RSU-4083,2025-06-06 06:14:10,68.0,50.6,52.1,True
RSU-2412,2025-06-05 19:13:11,42.7,46.4,62.4,True
DEV-5141,2025-06-06 19:56:16,47.4,94.5,63.1,True
DEV-5777,2025-06-04 14:37:48,93.9,55.8,65.0,True
RSU-1640,2025-06-06 16:00:08,84.0,75.9,60.1,True
RSU-1640,2025-06-05 08:58:31,7.5,29.1,47.9,True
DEV-5141,2025-06-03 07:28:10,86.5,40.7,25.7,True
VMS-4540,2025-06-07 14:10:11,15.1,68.1,52.3,True
DEV-5777,2025-06-01 18:22:57,9.4,85.0,82.7,True
CAM-5094,2025-06-04 18:25:33,62.7,67.6,51.7,True
VMS-3279,2025-06-04 08:11:44,33.2,68.6,57.3,True
CAM-5094,2025-06-06 10:46:35,33.1,44.4,45.4,True
RSU-1640,2025-06-01 08:56:57,89.1,29.2,49.2,True
VMS-7793,2025-06-05 08:20:01,66.5,17.9,30.8,True
RSU-9703,2025-06-03 00:45:47,34.6,26.8,80.9,True
SEN-8721,2025-06-03 08:24:19,49.8,35.7,57.0,True
VMS-3279,2025-06-02 07:38:07,44.6,57.1,37.1,True
SEN-7909,2025-06-01 08:07:25,14.4,20.5,32.6,True
DEV-5141,2025-06-01 17:11:43,29.2,49.0,56.7,True
CAM-9540,2025-06-02 15:57:14,67.4,14.1,59.9,True
DEV-3696,2025-06-07 08:07:25,29.8,85.5,63.6,True
CAM-5320,2025-06-01 16:58:10,56.5,24.7,67.7,True
VMS-5226,2025-06-04 08:58:41,44.8,58.0,40.0,True
CAM-5320,2025-06-06 07:03:47,24.8,34.8,48.2,True
CAM-8906,2025-06-04 09:12:18,16.2,29.1,77.6,True
DEV-5141,2025-06-04 08:52:28,41.2,71.5,41.0,True
VMS-2566,2025-06-03 11:39:36,83.5,11.5,49.9,True
RSU-2876,2025-06-07 09:06:28,82.9,78.2,48.6,True
DEV-5141,2025-06-03 18:21:02,91.3,62.2,38.7,True
VMS-2566,2025-06-05 22:16:27,54.8,80.3,28.6,True
CAM-5720,2025-06-03 08:10:55,89.7,47.8,55.0,True
DEV-3696,2025-06-06 23:38:21,37.5,42.6,36.9,True
SEN-9113,2025-06-01 06:48:30,18.3,47.6,82.5,True
VMS-5226,2025-06-03 07:19:52,8.8,82.1,71.8,True
RSU-2412,2025-06-01 16:07:59,57.7,25.0,48.1,True
CAM-5720,2025-06-03 07:41:39,70.8,40.9,65.9,False
RSU-9703,2025-06-06 10:08:08,90.1,49.1,46.3,False
VMS-4540,2025-06-01 08:28:26,21.7,68.1,78.3,True
RSU-2412,2025-06-07 16:00:07,71.3,64.0,68.8,True
SEN-8721,2025-06-04 06:16:55,65.3,58.2,72.1,True
CAM-3584,2025-06-02 18:45:14,13.7,92.3,57.4,True
CAM-8906,2025-06-07 07:03:26,10.4,34.4,53.2,True
DEV-5141,2025-06-02 20:07:23,71.8,87.6,76.0,True
SEN-9113,2025-06-07 20:27:48,57.1,82.9,82.7,True
SEN-9448,2025-06-05 18:56:39,79.3,86.2,60.6,True
SEN-7909,2025-06-04 17:54:45,32.9,94.4,31.5,True
VMS-9055,2025-06-07 17:16:35,24.5,41.2,51.5,True
VMS-3279,2025-06-01 17:43:55,24.4,90.8,68.5,True
SEN-8721,2025-06-06 11:04:15,39.9,41.1,33.9,True
DEV-3696,2025-06-03 17:15:19,63.4,49.0,50.8,True
VMS-6450,2025-06-04 17:49:51,37.2,86.4,72.6,True
VMS-9055,2025-06-01 16:27:53,29.7,49.4,63.5,True
SEN-9219,2025-06-03 08:12:09,50.5,75.8,42.1,True
VMS-2566,2025-06-02 18:58:02,67.6,18.5,82.0,False
VMS-3279,2025-06-02 00:08:30,77.3,39.0,29.1,True
CAM-9540,2025-06-05 07:57:41,71.3,23.9,67.1,True
DEV-5141,2025-06-07 20:03:18,78.8,86.1,82.3,True
VMS-3279,2025-06-04 20:19:58,88.4,92.6,77.5,True
RSU-9703,2025-06-06 18:30:21,35.0,55.2,28.2,True
DEV-9259,2025-06-06 15:05:29,35.2,70.1,73.7,True
RSU-9703,2025-06-07 21:33:36,71.2,62.5,63.6,True
CAM-5094,2025-06-05 17:27:44,16.8,74.3,67.0,True
VMS-5226,2025-06-03 13:13:18,84.8,61.9,52.3,True
VMS-5226,2025-06-05 19:15:40,37.7,32.9,44.0,True
CAM-5720,2025-06-05 06:36:52,8.1,28.5,30.8,True
RSU-2412,2025-06-02 20:54:45,5.5,83.3,61.9,False
VMS-9485,2025-06-01 16:09:09,48.2,93.5,80.6,True
DEV-9259,2025-06-04 06:51:56,19.8,24.2,29.3,True
CAM-9540,2025-06-06 23:47:11,18.1,58.5,58.5,True
CAM-8906,2025-06-01 08:45:48,12.3,31.5,77.1,True
CAM-5320,2025-06-02 18:56:04,14.6,21.0,69.5,True
SEN-8721,2025-06-03 08:50:10,28.0,25.7,38.0,True
SEN-9219,2025-06-02 22:59:18,75.4,15.6,50.2,True
VMS-5226,2025-06-01 10:27:47,60.7,34.6,43.0,True
VMS-9055,2025-06-06 19:43:05,72.8,14.5,30.3,True
VMS-7793,2025-06-04 07:52:34,72.9,25.4,84.9,True
DEV-5141,2025-06-03 19:32:29,77.8,75.7,25.8,True
CAM-5720,2025-06-05 20:47:04,51.5,15.5,62.6,True
VMS-9485,2025-06-02 06:21:40,38.4,56.3,51.9,True
DEV-3696,2025-06-01 08:12:50,83.7,18.6,70.4,True
VMS-2566,2025-06-06 07:32:26,38.5,31.5,45.4,True
VMS-7793,2025-06-04 16:51:29,38.0,74.3,32.1,True
VMS-3279,2025-06-04 17:29:24,20.5,71.7,48.7,True
SEN-6121,2025-06-04 12:29:28,79.3,93.1,31.1,True
VMS-3279,2025-06-07 20:19:36,74.2,61.9,34.9,True
SEN-6121,2025-06-03 07:08:19,93.5,91.1,56.2,True
VMS-9055,2025-06-01 02:37:11,72.5,68.9,27.5,True
VMS-3279,2025-06-07 21:25:53,31.1,86.9,61.5,True
RSU-9703,2025-06-06 08:20:59,20.1,93.5,70.5,True
SEN-9448,2025-06-07 17:24:03,90.2,19.9,60.7,True
RSU-6684,2025-06-01 07:47:27,83.3,21.9,76.5,True
VMS-4540,2025-06-06 08:06:22,83.4,10.9,71.9,True
CAM-5094,2025-06-07 18:27:15,5.9,30.9,72.7,True
SEN-6121,2025-06-03 09:19:24,30.6,28.8,62.1,True
CAM-5320,2025-06-02 16:30:42,49.6,77.2,26.6,True
SEN-9219,2025-06-07 08:16:59,57.9,24.3,37.8,True
CAM-8906,2025-06-01 18:29:39,84.9,26.6,70.3,True
RSU-2876,2025-06-03 19:07:06,68.9,20.1,42.8,True
RSU-2412,2025-06-03 06:33:59,63.7,61.6,41.0,True
SEN-9219,2025-06-05 12:41:02,39.1,18.2,27.1,True
RSU-2412,2025-06-04 17:18:13,83.2,71.8,72.2,True
CAM-3584,2025-06-04 17:17:05,47.5,17.6,79.8,True
VMS-7793,2025-06-04 17:40:55,62.2,13.8,34.0,True
VMS-6450,2025-06-05 06:56:43,54.1,88.3,77.6,True
DEV-5141,2025-06-07 16:16:01,85.6,36.3,43.6,True
VMS-7793,2025-06-04 18:27:34,37.4,88.3,66.3,True
VMS-7793,2025-06-07 07:38:33,36.3,50.2,57.1,True
VMS-3279,2025-06-01 17:54:58,15.5,53.3,56.1,True
DEV-3696,2025-06-06 06:47:01,51.1,85.3,45.9,True
CAM-5094,2025-06-01 00:40:13,80.7,13.8,80.1,True
SEN-8721,2025-06-02 05:57:26,29.1,27.2,62.6,True
DEV-9259,2025-06-02 00:50:09,44.2,80.5,68.3,True
CAM-5094,2025-06-04 07:23:26,77.6,53.7,50.4,True
CAM-5320,2025-06-04 18:16:24,51.3,22.8,28.8,True
VMS-9055,2025-06-07 22:44:03,78.6,64.1,54.8,True
VMS-3279,2025-06-07 21:52:05,84.3,36.0,42.2,True
RSU-9703,2025-06-07 20:09:31,50.5,60.1,64.2,True
VMS-7793,2025-06-07 05:06:16,44.1,11.6,46.9,True
VMS-6450,2025-06-02 06:26:15,85.4,77.3,53.0,False
RSU-2876,2025-06-02 18:31:11,84.0,25.8,44.1,True
RSU-9703,2025-06-07 08:34:19,39.5,32.4,35.4,True
CAM-8906,2025-06-06 18:09:33,74.6,16.6,26.9,False
RSU-4083,2025-06-01 08:03:31,49.3,79.7,67.3,True
CAM-5320,2025-06-04 16:41:23,43.7,31.4,51.4,True
VMS-7793,2025-06-05 14:14:09,26.9,69.0,56.5,True
SEN-9448,2025-06-07 20:51:49,7.7,89.1,56.9,True
VMS-7793,2025-06-04 17:04:25,48.4,74.0,83.5,True
DEV-5141,2025-06-01 20:40:00,22.0,76.0,84.2,False
VMS-3279,2025-06-02 17:13:13,46.2,66.5,81.1,True
RSU-2412,2025-06-05 21:31:20,57.6,30.3,62.6,True
VMS-9055,2025-06-07 09:21:43,41.0,45.9,83.6,True
CAM-5320,2025-06-06 09:15:20,53.9,57.0,44.6,True
DEV-5141,2025-06-05 15:11:05,9.5,86.5,62.7,True
VMS-4540,2025-06-04 13:15:40,27.7,39.9,78.5,True
RSU-4083,2025-06-01 08:54:02,28.3,77.3,28.8,True
RSU-2876,2025-06-02 09:28:54,90.1,79.8,79.4,True
VMS-3279,2025-06-05 08:01:39,26.5,25.3,83.9,False
VMS-9055,2025-06-06 16:04:11,94.6,66.9,77.2,True
DEV-9259,2025-06-05 13:30:14,87.5,81.1,59.9,True
CAM-8906,2025-06-03 16:20:04,91.2,86.6,48.4,True
VMS-3279,2025-06-03 11:05:51,43.9,18.4,31.1,True
CAM-5320,2025-06-06 13:19:23,43.4,78.8,38.9,True
DEV-9259,2025-06-01 02:15:11,9.7,38.2,62.6,True
VMS-6450,2025-06-03 13:36:10,13.0,21.5,69.7,True
VMS-2566,2025-06-01 23:50:48,78.1,37.3,50.6,True
RSU-9703,2025-06-07 13:30:10,77.1,81.4,66.5,True
VMS-4540,2025-06-02 18:05:34,84.7,36.0,76.1,True
RSU-2876,2025-06-06 08:00:31,51.0,53.4,67.0,True
CAM-5320,2025-06-07 07:15:56,31.6,53.5,51.4,True
DEV-3696,2025-06-04 03:43:08,11.9,44.2,43.9,True
RSU-9703,2025-06-03 11:08:55,39.5,39.6,39.2,True
CAM-5720,2025-06-07 18:16:08,30.6,16.7,65.4,True
CAM-8906,2025-06-05 11:45:46,65.7,61.1,28.3,False
CAM-8906,2025-06-05 22:06:55,70.2,80.0,36.2,False
VMS-6450,2025-06-06 07:55:53,50.5,59.1,28.5,True
RSU-2412,2025-06-07 18:56:05,74.1,44.7,26.3,True
CAM-8906,2025-06-02 17:06:23,23.5,38.0,62.0,True
VMS-3279,2025-06-05 14:54:38,18.9,90.0,47.5,True
VMS-9055,2025-06-07 16:57:24,55.7,27.9,51.1,True
SEN-9448,2025-06-06 19:19:29,36.9,89.5,83.3,True
CAM-5720,2025-06-03 08:39:08,18.9,57.7,29.5,True
DEV-5777,2025-06-01 08:56:09,28.1,79.2,77.3,True
VMS-2566,2025-06-05 12:16:35,78.5,91.3,40.6,True
SEN-8721,2025-06-01 19:56:00,14.1,23.8,60.2,True
SEN-7909,2025-06-06 07:57:45,18.3,77.7,28.1,True
SEN-9113,2025-06-05 19:21:43,43.7,50.6,36.0,True
RSU-6684,2025-06-01 08:12:47,88.2,38.5,46.5,True
RSU-2412,2025-06-07 00:05:19,45.1,25.6,27.4,True
VMS-9485,2025-06-06 17:16:26,33.8,27.7,33.5,True
SEN-9113,2025-06-03 20:10:29,5.6,21.7,54.6,True
SEN-9448,2025-06-02 08:35:35,18.7,70.9,38.4,True
VMS-7793,2025-06-07 08:14:57,51.0,64.9,58.5,True
CAM-5720,2025-06-07 18:39:13,87.2,64.4,36.4,True
VMS-5226,2025-06-02 07:51:02,48.5,11.3,57.6,True
RSU-6684,2025-06-02 05:41:22,44.3,51.4,82.3,True
DEV-3696,2025-06-07 21:38:39,57.1,56.4,84.8,False
VMS-6450,2025-06-05 17:13:14,23.2,54.2,33.4,True
CAM-5720,2025-06-01 17:46:33,37.8,58.3,62.2,True
CAM-5320,2025-06-05 03:04:42,85.8,71.6,65.8,True
VMS-5226,2025-06-07 06:25:23,52.1,88.1,63.9,True
CAM-5720,2025-06-01 21:18:23,7.6,90.1,73.7,True
RSU-9703,2025-06-02 16:16:13,50.4,76.1,52.0,True
CAM-5320,2025-06-02 22:59:10,13.2,23.6,26.9,True
SEN-9113,2025-06-02 17:16:37,93.2,57.5,84.4,False
SEN-7909,2025-06-04 07:17:10,85.5,22.7,53.5,True
DEV-5777,2025-06-05 06:28:49,74.6,59.0,42.5,True
CAM-8906,2025-06-06 17:03:38,55.3,31.7,82.5,True
RSU-6684,2025-06-01 11:59:31,56.7,50.3,31.9,True
RSU-6684,2025-06-04 14:37:19,80.1,36.4,43.9,True
VMS-5226,2025-06-01 17:53:36,37.7,68.7,71.8,True
SEN-9219,2025-06-04 04:17:03,64.2,42.7,77.7,True
CAM-5720,2025-06-04 09:59:53,81.4,33.3,40.1,True
CAM-5320,2025-06-04 08:50:22,9.1,45.8,30.7,True
VMS-9485,2025-06-01 07:49:36,76.5,89.0,44.3,True
CAM-3584,2025-06-02 17:37:24,43.4,91.2,27.3,True
CAM-3584,2025-06-07 21:54:19,85.8,79.4,85.0,True
SEN-6121,2025-06-02 18:27:26,16.5,65.0,68.8,True
CAM-5320,2025-06-06 18:02:38,71.9,17.3,35.6,True
VMS-5226,2025-06-06 13:27:18,32.7,35.9,64.6,True
CAM-9540,2025-06-06 09:03:34,88.8,77.8,54.9,True
DEV-5777,2025-06-01 17:09:13,31.7,58.2,40.4,True
SEN-9113,2025-06-02 09:43:41,45.9,35.9,42.0,True
SEN-8721,2025-06-03 07:27:31,56.4,16.1,76.7,True
CAM-3584,2025-06-01 09:41:00,63.6,81.1,38.0,True
VMS-5226,2025-06-01 06:53:12,39.7,22.7,47.2,True
CAM-8906,2025-06-03 00:46:22,24.6,84.8,61.8,True
CAM-9540,2025-06-06 18:58:01,56.1,78.5,84.7,True
SEN-9219,2025-06-04 17:43:55,10.5,18.0,67.4,True
VMS-4540,2025-06-06 06:42:08,77.2,30.0,27.2,True
CAM-5094,2025-06-05 08:51:12,27.8,25.8,60.6,True
VMS-9485,2025-06-03 08:40:40,76.1,40.8,25.7,True
VMS-2566,2025-06-07 17:23:13,9.0,54.7,68.6,True
CAM-5320,2025-06-02 08:09:31,9.8,52.6,81.1,True
VMS-9485,2025-06-04 18:45:10,16.6,18.6,84.3,True
CAM-3584,2025-06-05 13:54:21,12.7,85.8,82.3,True
VMS-7793,2025-06-05 06:10:36,85.0,47.9,52.1,True
RSU-1640,2025-06-03 17:13:52,51.7,25.1,51.7,True
RSU-1640,2025-06-07 16:06:17,5.4,81.5,71.8,True
VMS-7793,2025-06-01 17:05:32,17.7,19.7,65.7,False
SEN-7909,2025-06-03 19:25:21,45.4,75.6,52.1,True
VMS-6450,2025-06-07 18:04:46,19.2,49.7,75.1,True
VMS-2566,2025-06-01 07:06:34,53.7,39.2,79.9,True
SEN-9448,2025-06-02 10:42:01,18.5,23.4,32.6,False
CAM-5094,2025-06-05 08:45:27,94.8,91.6,29.9,True
VMS-6450,2025-06-06 17:39:47,56.9,28.2,80.2,True
SEN-6121,2025-06-04 15:12:02,43.6,88.2,66.8,True
CAM-3584,2025-06-05 09:02:38,56.3,24.0,62.8,True
RSU-4083,2025-06-01 18:42:02,35.1,74.4,43.9,True
SEN-8721,2025-06-05 00:46:24,46.6,55.9,33.3,True
SEN-7909,2025-06-04 18:08:29,66.0,93.2,67.5,True
CAM-8906,2025-06-06 08:13:22,89.2,36.8,68.7,True
SEN-8721,2025-06-03 15:45:31,16.3,60.4,35.6,True
SEN-8721,2025-06-05 19:54:58,86.3,37.8,78.8,True
SEN-6121,2025-06-03 08:45:55,48.7,13.7,76.8,True
VMS-7793,2025-06-06 21:13:41,37.9,27.2,53.5,True
SEN-6121,2025-06-02 17:09:46,47.4,56.3,77.6,True
RSU-4083,2025-06-02 09:29:46,16.6,87.2,69.3,True
SEN-8721,2025-06-04 19:46:18,33.4,21.2,70.7,True
CAM-9540,2025-06-03 17:22:29,75.0,33.4,75.6,True
VMS-4540,2025-06-01 17:12:50,69.3,83.7,57.7,True
SEN-9113,2025-06-06 16:22:13,25.0,91.3,39.6,True
VMS-7793,2025-06-02 00:05:25,24.3,88.9,48.8,True
SEN-9448,2025-06-02 17:14:47,90.7,49.2,35.0,True
DEV-3696,2025-06-03 17:46:50,17.6,16.6,31.3,True
SEN-9219,2025-06-02 17:45:59,25.6,53.0,67.2,True
VMS-7793,2025-06-04 06:06:27,93.7,88.3,29.7,True
SEN-6121,2025-06-07 19:31:00,49.9,76.4,60.4,True
CAM-3584,2025-06-05 05:14:59,39.0,19.7,72.2,True
CAM-5320,2025-06-01 18:27:53,36.7,47.4,34.5,True
CAM-5094,2025-06-03 15:43:46,58.5,49.3,61.8,True
SEN-9113,2025-06-02 07:49:30,68.1,73.6,61.9,True
SEN-6121,2025-06-05 20:48:21,35.6,59.4,29.0,True
RSU-4083,2025-06-04 21:26:02,53.5,84.7,84.7,True
VMS-2566,2025-06-01 11:04:34,38.4,33.2,27.2,True
CAM-9540,2025-06-03 07:19:24,44.3,13.6,83.8,True
SEN-9113,2025-06-06 09:16:55,49.5,90.4,51.3,True
CAM-5320,2025-06-02 07:55:12,90.1,70.5,46.4,True
RSU-4083,2025-06-05 18:18:06,23.3,42.6,28.6,True
VMS-9485,2025-06-01 21:59:37,69.5,53.5,37.9,True
DEV-3696,2025-06-07 10:53:22,94.3,91.1,58.5,True
DEV-9259,2025-06-07 16:21:30,75.9,27.9,72.3,True
CAM-5720,2025-06-02 08:38:19,33.3,28.5,57.9,True
VMS-7793,2025-06-05 02:22:54,70.5,37.4,82.5,True
CAM-8906,2025-06-01 13:35:57,28.8,23.5,30.5,True
SEN-7909,2025-06-02 15:52:16,89.6,49.0,74.9,True
RSU-1640,2025-06-04 13:14:59,6.8,44.7,56.3,False
VMS-6450,2025-06-05 08:15:04,92.9,44.6,29.3,True
SEN-6121,2025-06-03 12:54:47,61.2,22.2,38.9,True
RSU-4083,2025-06-05 07:08:16,91.6,88.5,50.0,True
VMS-9485,2025-06-04 02:41:41,52.6,81.3,74.5,True
SEN-8721,2025-06-07 13:43:10,32.9,59.6,56.6,True
VMS-4540,2025-06-03 05:38:06,12.2,38.5,72.6,True
CAM-8906,2025-06-05 06:09:29,45.0,12.3,76.5,True
CAM-9540,2025-06-01 08:26:27,49.5,88.9,28.8,True
VMS-7793,2025-06-04 20:26:18,23.5,78.9,66.7,True
CAM-3584,2025-06-03 17:46:05,31.0,81.4,38.3,True
VMS-7793,2025-06-04 08:48:29,59.4,15.0,26.9,True
VMS-6450,2025-06-05 20:04:40,81.9,45.9,41.0,True
VMS-6450,2025-06-06 19:21:31,5.6,30.0,70.2,True
CAM-5720,2025-06-01 08:05:18,18.1,74.8,56.2,True
DEV-5141,2025-06-07 09:46:25,8.5,60.4,83.8,True
VMS-2566,2025-06-06 20:54:50,86.6,49.1,49.5,True
VMS-9055,2025-06-03 18:39:37,89.6,44.7,40.0,True
DEV-9259,2025-06-04 06:44:40,76.0,72.4,52.9,True
DEV-5777,2025-06-05 08:25:27,48.1,89.6,81.3,True
VMS-7793,2025-06-03 17:59:31,5.4,28.9,43.4,False
VMS-2566,2025-06-04 17:51:14,24.3,23.5,83.9,True
SEN-7909,2025-06-04 10:33:15,11.9,12.4,32.9,True
SEN-7909,2025-06-07 07:49:41,42.1,81.6,55.7,True
SEN-6121,2025-06-04 10:50:28,94.2,83.6,25.5,True
VMS-9485,2025-06-06 14:09:12,34.2,52.1,52.2,True
RSU-1640,2025-06-01 03:43:37,62.4,71.1,38.9,True
DEV-3696,2025-06-02 09:45:26,77.2,49.2,29.3,True
VMS-9485,2025-06-01 15:53:02,25.8,24.8,41.0,True
RSU-1640,2025-06-01 07:23:20,44.5,70.2,32.2,True
RSU-2876,2025-06-05 03:41:45,82.1,64.4,37.6,True
SEN-9448,2025-06-01 10:25:27,51.8,79.9,66.8,True
CAM-5094,2025-06-05 00:04:23,10.1,48.4,63.9,True
DEV-9259,2025-06-07 18:16:50,66.1,90.0,54.6,True
VMS-9055,2025-06-01 13:10:47,94.8,70.0,74.6,True
SEN-7909,2025-06-07 17:53:11,75.3,43.5,42.8,True
VMS-3279,2025-06-07 15:21:58,48.3,71.4,73.3,True
CAM-5094,2025-06-02 09:41:23,14.9,84.1,68.4,False
RSU-2876,2025-06-03 10:06:54,53.9,17.7,29.3,True
CAM-9540,2025-06-04 19:00:53,35.4,18.8,47.6,True
VMS-2566,2025-06-06 18:16:42,41.4,46.4,39.7,True
VMS-5226,2025-06-04 07:38:28,13.5,41.7,49.7,True
VMS-5226,2025-06-03 18:02:05,11.3,76.4,47.3,True
RSU-2412,2025-06-05 06:14:03,5.3,21.3,42.8,True
VMS-2566,2025-06-03 06:45:22,32.5,39.7,35.1,True
RSU-4083,2025-06-03 03:12:53,61.5,84.1,67.7,True
VMS-4540,2025-06-04 19:20:42,19.5,13.6,85.0,True
CAM-8906,2025-06-03 12:27:31,61.5,47.3,27.6,True
RSU-2412,2025-06-07 18:56:29,12.5,90.9,50.2,True
VMS-2566,2025-06-06 18:46:22,21.5,89.5,53.0,True
SEN-9219,2025-06-06 08:23:15,12.1,18.4,47.1,True
CAM-5720,2025-06-07 19:58:21,91.0,19.1,72.1,True
CAM-5094,2025-06-03 18:06:17,17.5,83.7,42.5,True
RSU-6684,2025-06-01 06:20:45,8.0,88.1,27.4,True
VMS-9485,2025-06-01 18:45:10,49.3,49.5,53.1,True
SEN-7909,2025-06-04 09:36:41,5.4,21.6,36.6,True
VMS-2566,2025-06-03 17:05:22,21.8,90.9,61.0,True
VMS-9485,2025-06-07 18:20:30,91.6,51.3,35.1,True
VMS-9485,2025-06-05 13:20:56,83.6,86.9,83.4,True
VMS-9055,2025-06-02 06:59:23,93.9,54.5,63.6,False
CAM-8906,2025-06-05 18:40:24,55.5,39.0,68.3,True
CAM-5720,2025-06-03 06:34:22,17.1,15.8,39.3,True
DEV-5141,2025-06-04 07:54:20,82.9,55.3,63.0,True
SEN-8721,2025-06-03 18:44:24,61.7,35.2,42.7,True
DEV-9259,2025-06-04 12:17:24,54.9,26.3,57.5,True
SEN-7909,2025-06-02 18:57:44,36.3,37.0,43.0,True
SEN-6121,2025-06-06 19:38:04,14.2,79.4,31.4,True
SEN-6121,2025-06-06 18:11:48,55.5,25.0,52.8,True
DEV-3696,2025-06-01 18:40:22,90.6,48.0,80.6,False
CAM-5094,2025-06-04 09:02:14,30.8,56.2,71.4,True
DEV-5141,2025-06-05 17:25:16,77.3,29.8,40.4,True
RSU-2412,2025-06-01 07:07:55,29.4,75.0,59.5,True
SEN-6121,2025-06-02 06:28:13,29.6,57.3,80.2,True
VMS-3279,2025-06-06 17:30:54,76.7,14.5,43.9,True
DEV-3696,2025-06-02 08:23:18,61.6,19.5,64.0,True
RSU-6684,2025-06-02 17:15:24,88.6,76.9,83.0,True
VMS-2566,2025-06-01 20:57:16,16.4,59.5,83.8,True
CAM-8906,2025-06-04 06:16:09,41.8,87.6,58.7,True
CAM-9540,2025-06-07 22:12:25,65.5,50.9,26.0,True
SEN-8721,2025-06-05 14:16:53,67.8,64.2,30.6,True
VMS-3279,2025-06-06 14:51:58,64.8,61.1,67.3,True
CAM-3584,2025-06-07 11:12:08,75.2,24.7,59.2,True
RSU-1640,2025-06-05 18:49:44,91.9,39.5,44.6,True
SEN-8721,2025-06-05 21:07:50,89.8,65.1,46.2,True
CAM-5720,2025-06-07 21:28:11,37.6,49.8,31.2,True
VMS-5226,2025-06-01 12:59:47,78.3,32.4,42.9,True
SEN-9113,2025-06-01 04:07:01,81.2,66.8,25.9,True
DEV-9259,2025-06-03 07:36:53,45.2,73.3,72.0,True
CAM-5320,2025-06-02 21:08:08,25.2,59.5,29.0,True
VMS-4540,2025-06-02 06:14:04,67.6,82.1,32.6,True
SEN-8721,2025-06-01 09:41:43,42.2,17.5,58.1,True
CAM-9540,2025-06-01 07:03:12,37.7,58.1,26.6,True
DEV-3696,2025-06-07 07:24:21,45.9,82.2,66.1,True
CAM-3584,2025-06-06 18:29:54,46.9,11.7,58.5,True
RSU-9703,2025-06-07 15:40:40,74.2,18.6,50.5,True
