device_id,alarm_time,alarm_type,alarm_level,description
VMS-9485,2025-06-04 09:28:33,网络延迟,low,网络延迟达到2852ms，数据传输可能出现丢包
VMS-6450,2025-06-07 20:50:46,温度过高,high,设备温度达到76°C，超过正常工作温度范围
CAM-5320,2025-06-05 22:51:16,传感器失效,high,传感器C相连续9次数据采集失败
RSU-4083,2025-06-01 16:48:55,存储满,medium,磁盘使用率超过90%，存储空间即将耗尽
SEN-8721,2025-06-02 20:37:26,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
VMS-9485,2025-06-04 17:02:01,数据异常,high,检测到异常数据波动，数值偏离正常范围59%
CAM-5320,2025-06-03 20:23:11,设备离线,low,设备检测到通信中断，已超过38分钟未收到心跳信号
SEN-7909,2025-06-04 07:36:15,存储满,medium,磁盘使用率超过98%，存储空间即将耗尽
VMS-4540,2025-06-07 15:41:50,数据异常,high,检测到异常数据波动，数值偏离正常范围65%
VMS-3279,2025-06-02 19:56:53,数据异常,high,检测到异常数据波动，数值偏离正常范围69%
CAM-8906,2025-06-04 13:21:41,设备离线,low,设备检测到通信中断，已超过38分钟未收到心跳信号
RSU-2876,2025-06-03 17:38:21,设备离线,low,设备检测到通信中断，已超过48分钟未收到心跳信号
CAM-3584,2025-06-06 08:42:28,网络延迟,low,网络延迟达到1544ms，数据传输可能出现丢包
DEV-3696,2025-06-04 05:07:49,温度过高,high,设备温度达到80°C，超过正常工作温度范围
VMS-2566,2025-06-04 10:29:04,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
VMS-5226,2025-06-05 06:23:19,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
VMS-2566,2025-06-04 00:03:07,数据异常,high,检测到异常数据波动，数值偏离正常范围67%
VMS-3279,2025-06-01 13:16:25,内存不足,medium,内存使用率达到86%，接近物理内存上限
CAM-9540,2025-06-07 21:43:08,设备离线,low,设备检测到通信中断，已超过28分钟未收到心跳信号
CAM-5720,2025-06-05 06:50:09,网络延迟,low,网络延迟达到2918ms，数据传输可能出现丢包
VMS-2566,2025-06-04 18:31:22,设备离线,low,设备检测到通信中断，已超过35分钟未收到心跳信号
RSU-2412,2025-06-01 08:51:50,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
RSU-4083,2025-06-03 21:22:49,传感器失效,high,传感器C相连续9次数据采集失败
CAM-5720,2025-06-01 15:42:09,温度过高,high,设备温度达到91°C，超过正常工作温度范围
DEV-3696,2025-06-01 11:28:57,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-9055,2025-06-02 07:51:48,温度过高,high,设备温度达到77°C，超过正常工作温度范围
SEN-9219,2025-06-07 18:57:10,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
RSU-4083,2025-06-06 08:36:48,数据异常,high,检测到异常数据波动，数值偏离正常范围28%
RSU-1640,2025-06-05 08:09:10,内存不足,medium,内存使用率达到85%，接近物理内存上限
VMS-9055,2025-06-01 21:23:58,内存不足,medium,内存使用率达到96%，接近物理内存上限
RSU-9703,2025-06-01 03:05:20,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
DEV-9259,2025-06-01 08:12:12,网络延迟,low,网络延迟达到2933ms，数据传输可能出现丢包
SEN-7909,2025-06-06 07:30:54,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
CAM-5320,2025-06-02 06:25:12,内存不足,medium,内存使用率达到89%，接近物理内存上限
VMS-6450,2025-06-06 14:49:24,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
DEV-3696,2025-06-06 17:02:08,内存不足,medium,内存使用率达到94%，接近物理内存上限
VMS-4540,2025-06-02 18:06:35,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
VMS-4540,2025-06-01 20:24:42,内存不足,medium,内存使用率达到92%，接近物理内存上限
DEV-9259,2025-06-07 23:28:04,存储满,medium,磁盘使用率超过87%，存储空间即将耗尽
RSU-2412,2025-06-02 05:23:41,CPU过载,medium,CPU使用率持续超过95%，可能影响设备正常运行
VMS-4540,2025-06-05 14:19:27,数据异常,high,检测到异常数据波动，数值偏离正常范围67%
VMS-9055,2025-06-05 05:22:36,通讯中断,critical,与中心服务器通信中断，最后心跳时间24分钟前
VMS-9485,2025-06-05 07:53:24,通讯中断,critical,与中心服务器通信中断，最后心跳时间78分钟前
SEN-7909,2025-06-05 18:27:30,通讯中断,critical,与中心服务器通信中断，最后心跳时间45分钟前
DEV-9259,2025-06-05 22:49:02,传感器失效,high,传感器A相连续10次数据采集失败
SEN-6121,2025-06-02 20:06:04,温度过高,high,设备温度达到76°C，超过正常工作温度范围
DEV-5141,2025-06-06 12:14:30,内存不足,medium,内存使用率达到89%，接近物理内存上限
RSU-9703,2025-06-01 06:56:07,内存不足,medium,内存使用率达到90%，接近物理内存上限
SEN-8721,2025-06-05 08:22:44,数据异常,high,检测到异常数据波动，数值偏离正常范围62%
VMS-9485,2025-06-05 18:36:12,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
SEN-7909,2025-06-06 09:03:21,存储满,medium,磁盘使用率超过86%，存储空间即将耗尽
CAM-5094,2025-06-03 05:29:42,网络延迟,low,网络延迟达到841ms，数据传输可能出现丢包
DEV-9259,2025-06-06 17:12:28,存储满,medium,磁盘使用率超过88%，存储空间即将耗尽
VMS-2566,2025-06-01 17:17:54,温度过高,high,设备温度达到83°C，超过正常工作温度范围
CAM-5320,2025-06-02 18:33:12,网络延迟,low,网络延迟达到876ms，数据传输可能出现丢包
RSU-2412,2025-06-03 14:55:06,传感器失效,high,传感器主传感器连续7次数据采集失败
SEN-9448,2025-06-07 07:41:43,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-9055,2025-06-05 08:51:12,网络延迟,low,网络延迟达到748ms，数据传输可能出现丢包
VMS-9055,2025-06-05 08:28:13,内存不足,medium,内存使用率达到92%，接近物理内存上限
SEN-8721,2025-06-05 21:16:29,设备离线,low,设备检测到通信中断，已超过54分钟未收到心跳信号
DEV-3696,2025-06-03 08:03:51,设备离线,low,设备检测到通信中断，已超过48分钟未收到心跳信号
RSU-2412,2025-06-04 15:11:15,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
SEN-8721,2025-06-01 17:27:53,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
RSU-2412,2025-06-06 06:39:42,通讯中断,critical,与中心服务器通信中断，最后心跳时间97分钟前
DEV-3696,2025-06-03 17:18:23,通讯中断,critical,与中心服务器通信中断，最后心跳时间9分钟前
RSU-6684,2025-06-07 18:09:25,设备离线,low,设备检测到通信中断，已超过28分钟未收到心跳信号
RSU-4083,2025-06-03 08:33:12,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
DEV-5141,2025-06-04 13:11:05,存储满,medium,磁盘使用率超过87%，存储空间即将耗尽
VMS-5226,2025-06-03 06:06:16,数据异常,high,检测到异常数据波动，数值偏离正常范围66%
SEN-8721,2025-06-02 19:23:55,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-7793,2025-06-06 04:24:37,传感器失效,high,传感器C相连续10次数据采集失败
VMS-2566,2025-06-02 07:51:20,设备离线,low,设备检测到通信中断，已超过10分钟未收到心跳信号
VMS-4540,2025-06-03 22:26:17,存储满,medium,磁盘使用率超过86%，存储空间即将耗尽
RSU-9703,2025-06-03 09:11:35,数据异常,high,检测到异常数据波动，数值偏离正常范围45%
SEN-8721,2025-06-03 08:48:09,设备离线,low,设备检测到通信中断，已超过8分钟未收到心跳信号
RSU-2876,2025-06-03 19:07:04,通讯中断,critical,与中心服务器通信中断，最后心跳时间29分钟前
VMS-3279,2025-06-01 18:12:25,网络延迟,low,网络延迟达到1977ms，数据传输可能出现丢包
RSU-9703,2025-06-07 08:35:41,传感器失效,high,传感器A相连续9次数据采集失败
RSU-1640,2025-06-06 09:09:41,CPU过载,medium,CPU使用率持续超过98%，可能影响设备正常运行
SEN-6121,2025-06-02 16:40:02,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
VMS-9055,2025-06-01 08:17:45,存储满,medium,磁盘使用率超过88%，存储空间即将耗尽
DEV-3696,2025-06-02 20:18:33,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
RSU-1640,2025-06-06 08:43:39,温度过高,high,设备温度达到84°C，超过正常工作温度范围
CAM-5320,2025-06-03 07:11:58,数据异常,high,检测到异常数据波动，数值偏离正常范围66%
SEN-6121,2025-06-07 04:17:54,数据异常,high,检测到异常数据波动，数值偏离正常范围48%
CAM-5320,2025-06-02 07:23:25,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
CAM-3584,2025-06-04 06:53:22,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
VMS-3279,2025-06-02 09:39:02,通讯中断,critical,与中心服务器通信中断，最后心跳时间111分钟前
SEN-9113,2025-06-07 01:01:39,设备离线,low,设备检测到通信中断，已超过26分钟未收到心跳信号
DEV-3696,2025-06-06 06:39:40,数据异常,high,检测到异常数据波动，数值偏离正常范围60%
CAM-5094,2025-06-07 20:34:37,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
SEN-6121,2025-06-02 18:59:28,温度过高,high,设备温度达到81°C，超过正常工作温度范围
RSU-9703,2025-06-02 07:05:04,传感器失效,high,传感器B相连续6次数据采集失败
VMS-4540,2025-06-06 15:20:19,设备离线,low,设备检测到通信中断，已超过56分钟未收到心跳信号
DEV-5777,2025-06-05 02:19:06,温度过高,high,设备温度达到70°C，超过正常工作温度范围
SEN-9113,2025-06-06 10:21:20,设备离线,low,设备检测到通信中断，已超过43分钟未收到心跳信号
VMS-2566,2025-06-05 05:09:18,传感器失效,high,传感器B相连续4次数据采集失败
DEV-3696,2025-06-06 08:41:17,内存不足,medium,内存使用率达到90%，接近物理内存上限
VMS-4540,2025-06-07 08:33:59,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
CAM-3584,2025-06-03 21:20:02,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-9055,2025-06-04 14:19:37,传感器失效,high,传感器B相连续9次数据采集失败
DEV-5141,2025-06-05 08:10:40,网络延迟,low,网络延迟达到2826ms，数据传输可能出现丢包
SEN-8721,2025-06-05 17:15:39,设备离线,low,设备检测到通信中断，已超过9分钟未收到心跳信号
RSU-6684,2025-06-02 18:04:53,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
SEN-9219,2025-06-07 07:10:39,传感器失效,high,传感器B相连续10次数据采集失败
SEN-7909,2025-06-07 17:09:34,内存不足,medium,内存使用率达到88%，接近物理内存上限
CAM-3584,2025-06-03 19:57:44,传感器失效,high,传感器B相连续10次数据采集失败
RSU-9703,2025-06-07 19:59:23,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
RSU-9703,2025-06-01 03:11:03,通讯中断,critical,与中心服务器通信中断，最后心跳时间113分钟前
SEN-9219,2025-06-02 01:07:45,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
DEV-9259,2025-06-04 06:15:49,网络延迟,low,网络延迟达到1498ms，数据传输可能出现丢包
RSU-2412,2025-06-02 06:35:26,设备离线,low,设备检测到通信中断，已超过8分钟未收到心跳信号
RSU-6684,2025-06-06 08:21:00,存储满,medium,磁盘使用率超过91%，存储空间即将耗尽
VMS-4540,2025-06-04 00:07:20,传感器失效,high,传感器C相连续5次数据采集失败
VMS-7793,2025-06-02 18:29:35,网络延迟,low,网络延迟达到2087ms，数据传输可能出现丢包
SEN-8721,2025-06-02 17:15:32,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
SEN-7909,2025-06-06 19:27:30,温度过高,high,设备温度达到94°C，超过正常工作温度范围
SEN-6121,2025-06-01 13:03:28,温度过高,high,设备温度达到72°C，超过正常工作温度范围
SEN-9113,2025-06-05 06:37:09,内存不足,medium,内存使用率达到86%，接近物理内存上限
SEN-9219,2025-06-04 15:17:01,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
CAM-5720,2025-06-07 08:47:36,传感器失效,high,传感器A相连续3次数据采集失败
CAM-9540,2025-06-07 08:55:38,数据异常,high,检测到异常数据波动，数值偏离正常范围33%
SEN-7909,2025-06-05 09:49:03,存储满,medium,磁盘使用率超过94%，存储空间即将耗尽
CAM-5320,2025-06-02 18:37:37,温度过高,high,设备温度达到74°C，超过正常工作温度范围
VMS-5226,2025-06-01 08:22:16,内存不足,medium,内存使用率达到91%，接近物理内存上限
RSU-2412,2025-06-01 08:23:19,温度过高,high,设备温度达到82°C，超过正常工作温度范围
SEN-9219,2025-06-04 08:12:01,设备离线,low,设备检测到通信中断，已超过57分钟未收到心跳信号
VMS-5226,2025-06-05 08:58:42,内存不足,medium,内存使用率达到88%，接近物理内存上限
SEN-9219,2025-06-05 13:54:10,通讯中断,critical,与中心服务器通信中断，最后心跳时间109分钟前
VMS-2566,2025-06-04 17:05:08,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
VMS-4540,2025-06-05 07:48:26,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
VMS-7793,2025-06-02 21:07:41,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
DEV-3696,2025-06-01 08:27:31,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
VMS-2566,2025-06-03 00:08:57,数据异常,high,检测到异常数据波动，数值偏离正常范围20%
VMS-9485,2025-06-02 20:19:09,设备离线,low,设备检测到通信中断，已超过36分钟未收到心跳信号
DEV-5777,2025-06-04 13:53:39,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-9540,2025-06-01 17:27:16,设备离线,low,设备检测到通信中断，已超过42分钟未收到心跳信号
SEN-9113,2025-06-06 17:58:22,设备离线,low,设备检测到通信中断，已超过7分钟未收到心跳信号
RSU-2412,2025-06-06 07:34:18,存储满,medium,磁盘使用率超过86%，存储空间即将耗尽
SEN-9448,2025-06-03 11:01:56,数据异常,high,检测到异常数据波动，数值偏离正常范围36%
RSU-1640,2025-06-05 15:47:30,设备离线,low,设备检测到通信中断，已超过26分钟未收到心跳信号
DEV-3696,2025-06-05 09:48:16,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
CAM-8906,2025-06-04 14:57:36,通讯中断,critical,与中心服务器通信中断，最后心跳时间120分钟前
CAM-5320,2025-06-04 09:07:20,设备离线,low,设备检测到通信中断，已超过47分钟未收到心跳信号
RSU-9703,2025-06-04 17:50:33,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
RSU-2412,2025-06-02 09:23:37,设备离线,low,设备检测到通信中断，已超过29分钟未收到心跳信号
RSU-2412,2025-06-07 17:06:06,设备离线,low,设备检测到通信中断，已超过41分钟未收到心跳信号
VMS-7793,2025-06-05 07:21:52,数据异常,high,检测到异常数据波动，数值偏离正常范围77%
VMS-9485,2025-06-01 22:40:43,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
CAM-8906,2025-06-05 08:54:50,设备离线,low,设备检测到通信中断，已超过13分钟未收到心跳信号
CAM-5094,2025-06-04 17:22:15,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
SEN-9113,2025-06-02 16:57:58,通讯中断,critical,与中心服务器通信中断，最后心跳时间92分钟前
CAM-5320,2025-06-04 08:55:03,传感器失效,high,传感器主传感器连续7次数据采集失败
RSU-2876,2025-06-03 18:51:06,传感器失效,high,传感器A相连续10次数据采集失败
VMS-9055,2025-06-01 07:09:18,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
VMS-5226,2025-06-05 18:45:32,温度过高,high,设备温度达到81°C，超过正常工作温度范围
CAM-3584,2025-06-06 09:20:14,设备离线,low,设备检测到通信中断，已超过40分钟未收到心跳信号
VMS-5226,2025-06-07 20:07:34,数据异常,high,检测到异常数据波动，数值偏离正常范围50%
VMS-4540,2025-06-05 18:19:54,传感器失效,high,传感器主传感器连续9次数据采集失败
DEV-5777,2025-06-06 06:07:34,传感器失效,high,传感器C相连续7次数据采集失败
SEN-6121,2025-06-04 19:47:00,温度过高,high,设备温度达到82°C，超过正常工作温度范围
RSU-9703,2025-06-03 06:36:47,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
VMS-3279,2025-06-06 17:12:13,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
SEN-7909,2025-06-04 08:29:25,温度过高,high,设备温度达到91°C，超过正常工作温度范围
DEV-5141,2025-06-04 08:33:11,温度过高,high,设备温度达到77°C，超过正常工作温度范围
DEV-3696,2025-06-04 02:27:16,设备离线,low,设备检测到通信中断，已超过39分钟未收到心跳信号
RSU-1640,2025-06-04 06:14:15,CPU过载,medium,CPU使用率持续超过99%，可能影响设备正常运行
SEN-6121,2025-06-01 19:23:49,网络延迟,low,网络延迟达到2760ms，数据传输可能出现丢包
CAM-5094,2025-06-04 07:58:11,数据异常,high,检测到异常数据波动，数值偏离正常范围68%
DEV-5777,2025-06-05 14:31:36,存储满,medium,磁盘使用率超过96%，存储空间即将耗尽
DEV-9259,2025-06-04 18:33:14,内存不足,medium,内存使用率达到91%，接近物理内存上限
SEN-7909,2025-06-04 15:15:25,通讯中断,critical,与中心服务器通信中断，最后心跳时间34分钟前
SEN-7909,2025-06-06 11:13:06,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
SEN-8721,2025-06-06 10:42:52,通讯中断,critical,与中心服务器通信中断，最后心跳时间11分钟前
SEN-8721,2025-06-05 18:27:14,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
RSU-4083,2025-06-05 17:17:05,通讯中断,critical,与中心服务器通信中断，最后心跳时间102分钟前
RSU-2412,2025-06-01 17:52:12,传感器失效,high,传感器A相连续10次数据采集失败
RSU-2876,2025-06-06 06:23:14,CPU过载,medium,CPU使用率持续超过94%，可能影响设备正常运行
SEN-9219,2025-06-07 16:46:07,设备离线,low,设备检测到通信中断，已超过18分钟未收到心跳信号
SEN-6121,2025-06-07 07:20:53,网络延迟,low,网络延迟达到2166ms，数据传输可能出现丢包
VMS-4540,2025-06-01 16:21:41,存储满,medium,磁盘使用率超过95%，存储空间即将耗尽
RSU-2876,2025-06-06 07:23:15,内存不足,medium,内存使用率达到91%，接近物理内存上限
RSU-4083,2025-06-03 06:57:14,温度过高,high,设备温度达到70°C，超过正常工作温度范围
CAM-8906,2025-06-03 09:09:11,传感器失效,high,传感器A相连续7次数据采集失败
VMS-3279,2025-06-02 11:35:38,数据异常,high,检测到异常数据波动，数值偏离正常范围26%
VMS-9055,2025-06-05 00:59:30,数据异常,high,检测到异常数据波动，数值偏离正常范围31%
VMS-5226,2025-06-04 00:26:38,温度过高,high,设备温度达到94°C，超过正常工作温度范围
RSU-9703,2025-06-06 06:38:10,网络延迟,low,网络延迟达到2983ms，数据传输可能出现丢包
DEV-9259,2025-06-01 13:32:27,温度过高,high,设备温度达到87°C，超过正常工作温度范围
CAM-5320,2025-06-07 07:03:16,通讯中断,critical,与中心服务器通信中断，最后心跳时间12分钟前
DEV-5141,2025-06-05 09:38:16,网络延迟,low,网络延迟达到647ms，数据传输可能出现丢包
DEV-3696,2025-06-04 00:42:37,温度过高,high,设备温度达到75°C，超过正常工作温度范围
SEN-9113,2025-06-04 10:13:12,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
SEN-6121,2025-06-04 17:09:33,通讯中断,critical,与中心服务器通信中断，最后心跳时间37分钟前
SEN-6121,2025-06-04 00:39:25,数据异常,high,检测到异常数据波动，数值偏离正常范围75%
SEN-6121,2025-06-03 05:53:02,通讯中断,critical,与中心服务器通信中断，最后心跳时间15分钟前
DEV-9259,2025-06-01 12:26:20,温度过高,high,设备温度达到73°C，超过正常工作温度范围
DEV-3696,2025-06-02 18:20:55,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
SEN-9219,2025-06-03 17:56:36,数据异常,high,检测到异常数据波动，数值偏离正常范围30%
SEN-9448,2025-06-05 07:30:42,通讯中断,critical,与中心服务器通信中断，最后心跳时间52分钟前
SEN-8721,2025-06-06 09:46:32,通讯中断,critical,与中心服务器通信中断，最后心跳时间19分钟前
CAM-5320,2025-06-07 06:18:32,传感器失效,high,传感器C相连续3次数据采集失败
RSU-1640,2025-06-02 01:56:36,温度过高,high,设备温度达到75°C，超过正常工作温度范围
CAM-3584,2025-06-06 07:06:21,设备离线,low,设备检测到通信中断，已超过55分钟未收到心跳信号
VMS-9055,2025-06-06 23:28:42,设备离线,low,设备检测到通信中断，已超过47分钟未收到心跳信号
RSU-2412,2025-06-04 10:24:01,电源故障,critical,主电源异常，已切换至备用电源，预计续航4小时
SEN-9448,2025-06-03 16:20:26,内存不足,medium,内存使用率达到91%，接近物理内存上限
CAM-3584,2025-06-04 06:44:30,内存不足,medium,内存使用率达到91%，接近物理内存上限
VMS-3279,2025-06-07 08:09:46,温度过高,high,设备温度达到92°C，超过正常工作温度范围
RSU-6684,2025-06-06 11:16:21,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
CAM-5720,2025-06-03 13:52:24,温度过高,high,设备温度达到94°C，超过正常工作温度范围
DEV-5141,2025-06-06 13:40:35,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
CAM-5094,2025-06-01 08:19:57,内存不足,medium,内存使用率达到92%，接近物理内存上限
SEN-7909,2025-06-03 18:23:54,通讯中断,critical,与中心服务器通信中断，最后心跳时间120分钟前
VMS-5226,2025-06-05 08:07:21,数据异常,high,检测到异常数据波动，数值偏离正常范围64%
VMS-3279,2025-06-06 00:33:01,内存不足,medium,内存使用率达到98%，接近物理内存上限
VMS-2566,2025-06-02 20:35:28,网络延迟,low,网络延迟达到933ms，数据传输可能出现丢包
DEV-5141,2025-06-07 09:06:42,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
DEV-3696,2025-06-03 17:23:01,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
RSU-2876,2025-06-01 07:52:16,内存不足,medium,内存使用率达到94%，接近物理内存上限
DEV-5777,2025-06-05 07:33:03,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
DEV-3696,2025-06-07 09:41:38,CPU过载,medium,CPU使用率持续超过89%，可能影响设备正常运行
DEV-3696,2025-06-05 19:58:32,设备离线,low,设备检测到通信中断，已超过16分钟未收到心跳信号
DEV-5141,2025-06-05 21:20:24,数据异常,high,检测到异常数据波动，数值偏离正常范围51%
DEV-9259,2025-06-05 07:38:45,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
RSU-1640,2025-06-03 14:21:40,电源故障,critical,主电源异常，已切换至备用电源，预计续航8小时
CAM-5720,2025-06-07 22:46:06,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
VMS-7793,2025-06-07 12:07:16,存储满,medium,磁盘使用率超过86%，存储空间即将耗尽
VMS-5226,2025-06-01 17:22:41,设备离线,low,设备检测到通信中断，已超过53分钟未收到心跳信号
VMS-5226,2025-06-04 07:02:13,存储满,medium,磁盘使用率超过89%，存储空间即将耗尽
SEN-9448,2025-06-03 22:08:32,内存不足,medium,内存使用率达到92%，接近物理内存上限
DEV-5141,2025-06-07 15:05:31,CPU过载,medium,CPU使用率持续超过93%，可能影响设备正常运行
RSU-4083,2025-06-05 12:00:39,温度过高,high,设备温度达到80°C，超过正常工作温度范围
VMS-6450,2025-06-06 11:46:17,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
DEV-5141,2025-06-07 22:32:26,通讯中断,critical,与中心服务器通信中断，最后心跳时间37分钟前
RSU-1640,2025-06-07 06:45:31,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
DEV-9259,2025-06-05 09:36:46,CPU过载,medium,CPU使用率持续超过87%，可能影响设备正常运行
VMS-7793,2025-06-03 17:56:00,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
DEV-5777,2025-06-01 07:16:25,存储满,medium,磁盘使用率超过85%，存储空间即将耗尽
CAM-5320,2025-06-06 13:52:08,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
VMS-2566,2025-06-04 06:28:14,内存不足,medium,内存使用率达到99%，接近物理内存上限
SEN-9113,2025-06-01 10:50:12,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
SEN-6121,2025-06-01 07:32:42,网络延迟,low,网络延迟达到1066ms，数据传输可能出现丢包
CAM-5320,2025-06-04 20:20:15,电源故障,critical,主电源异常，已切换至备用电源，预计续航3小时
CAM-3584,2025-06-02 06:24:19,温度过高,high,设备温度达到71°C，超过正常工作温度范围
SEN-9219,2025-06-02 17:59:19,温度过高,high,设备温度达到76°C，超过正常工作温度范围
SEN-6121,2025-06-06 08:34:37,设备离线,low,设备检测到通信中断，已超过39分钟未收到心跳信号
SEN-9448,2025-06-07 06:14:28,CPU过载,medium,CPU使用率持续超过85%，可能影响设备正常运行
CAM-9540,2025-06-06 17:59:32,温度过高,high,设备温度达到92°C，超过正常工作温度范围
RSU-2876,2025-06-07 06:47:54,存储满,medium,磁盘使用率超过92%，存储空间即将耗尽
DEV-5777,2025-06-05 19:58:19,电源故障,critical,主电源异常，已切换至备用电源，预计续航2小时
SEN-7909,2025-06-02 19:16:35,电源故障,critical,主电源异常，已切换至备用电源，预计续航6小时
VMS-7793,2025-06-01 08:32:07,通讯中断,critical,与中心服务器通信中断，最后心跳时间28分钟前
VMS-2566,2025-06-04 02:35:56,CPU过载,medium,CPU使用率持续超过86%，可能影响设备正常运行
DEV-5777,2025-06-06 17:32:04,数据异常,high,检测到异常数据波动，数值偏离正常范围31%
VMS-5226,2025-06-02 11:29:46,CPU过载,medium,CPU使用率持续超过92%，可能影响设备正常运行
SEN-9219,2025-06-03 14:43:57,存储满,medium,磁盘使用率超过97%，存储空间即将耗尽
DEV-9259,2025-06-01 23:57:39,传感器失效,high,传感器C相连续6次数据采集失败
SEN-7909,2025-06-04 19:58:41,数据异常,high,检测到异常数据波动，数值偏离正常范围43%
RSU-2412,2025-06-04 07:25:21,网络延迟,low,网络延迟达到1029ms，数据传输可能出现丢包
DEV-3696,2025-06-05 08:07:12,温度过高,high,设备温度达到76°C，超过正常工作温度范围
VMS-2566,2025-06-06 23:57:32,CPU过载,medium,CPU使用率持续超过90%，可能影响设备正常运行
VMS-9055,2025-06-02 07:10:16,通讯中断,critical,与中心服务器通信中断，最后心跳时间33分钟前
SEN-6121,2025-06-07 15:27:00,传感器失效,high,传感器A相连续8次数据采集失败
RSU-4083,2025-06-06 07:52:40,通讯中断,critical,与中心服务器通信中断，最后心跳时间79分钟前
VMS-9485,2025-06-05 11:37:56,数据异常,high,检测到异常数据波动，数值偏离正常范围25%
CAM-5094,2025-06-04 20:55:21,传感器失效,high,传感器主传感器连续8次数据采集失败
VMS-9055,2025-06-03 03:28:47,存储满,medium,磁盘使用率超过93%，存储空间即将耗尽
RSU-4083,2025-06-04 17:07:08,设备离线,low,设备检测到通信中断，已超过32分钟未收到心跳信号
DEV-5777,2025-06-04 09:20:56,CPU过载,medium,CPU使用率持续超过97%，可能影响设备正常运行
CAM-5094,2025-06-07 13:14:51,网络延迟,low,网络延迟达到799ms，数据传输可能出现丢包
DEV-9259,2025-06-04 18:21:16,通讯中断,critical,与中心服务器通信中断，最后心跳时间119分钟前
CAM-9540,2025-06-01 07:21:12,电源故障,critical,主电源异常，已切换至备用电源，预计续航5小时
VMS-7793,2025-06-04 11:08:42,电源故障,critical,主电源异常，已切换至备用电源，预计续航7小时
VMS-6450,2025-06-04 17:01:20,电源故障,critical,主电源异常，已切换至备用电源，预计续航1小时
VMS-3279,2025-06-03 19:26:01,通讯中断,critical,与中心服务器通信中断，最后心跳时间75分钟前
SEN-9113,2025-06-07 06:59:59,传感器失效,high,传感器B相连续5次数据采集失败
RSU-2412,2025-06-04 06:00:25,数据异常,high,检测到异常数据波动，数值偏离正常范围30%
