road_id,plate,pass_time,speed_kmh,vehicle_type,lane_no
RD-73274,黑H28241,2025-06-04 07:27:21,25,bus,2
RD-92869,湘K44826,2025-06-07 18:18:19,49,bus,4
RD-59045,沪M06244,2025-06-02 08:38:25,50,bus,1
RD-42510,鄂R40421,2025-06-07 19:39:07,63,car,4
RD-37171,豫F43722,2025-06-03 17:18:31,45,bus,3
RD-42922,豫Q81113,2025-06-07 06:43:57,114,bus,3
RD-68269,鄂U07329,2025-06-01 15:19:56,44,truck,3
RD-59752,浙X86258,2025-06-07 07:29:52,48,car,3
RD-28356,鲁S07760,2025-06-05 18:21:35,32,truck,2
RD-88054,藏Z93839,2025-06-05 07:15:52,43,bus,2
RD-70214,津A48430,2025-06-03 13:39:26,81,car,1
RD-59752,鄂C15661,2025-06-04 19:50:26,42,motorcycle,4
RD-50199,贵D89799,2025-06-01 17:04:06,21,truck,3
RD-94800,鲁Y40405,2025-06-07 07:03:53,52,bus,1
RD-37171,闽N73620,2025-06-03 06:12:58,63,truck,3
RD-41935,蒙L32540,2025-06-02 05:57:22,59,bus,3
RD-75458,粤C76637,2025-06-06 08:44:26,33,car,3
RD-18149,贵N22327,2025-06-06 06:35:00,71,car,4
RD-59752,云V25146,2025-06-02 17:14:26,46,motorcycle,3
RD-59045,浙C10083,2025-06-01 15:10:31,65,truck,1
RD-10255,沪S65106,2025-06-02 07:09:35,20,truck,3
RD-40951,粤Q51733,2025-06-07 08:50:53,46,car,1
RD-29468,豫F43722,2025-06-04 00:43:23,72,motorcycle,4
RD-59012,苏F50638,2025-06-02 09:47:57,91,bus,1
RD-11106,蒙S93370,2025-06-07 08:45:48,38,truck,4
RD-50199,粤M14690,2025-06-01 23:26:53,43,car,4
RD-51757,黑T50083,2025-06-04 19:34:31,82,bus,3
RD-41935,苏F50638,2025-06-04 23:30:27,85,bus,3
RD-50204,苏N25213,2025-06-03 19:29:04,60,bus,1
RD-15488,湘E79189,2025-06-07 17:12:47,49,car,4
RD-70214,鲁S07760,2025-06-01 07:00:32,35,bus,1
RD-32096,鲁B06252,2025-06-05 02:42:57,87,car,3
RD-30428,黑Q95251,2025-06-04 20:41:21,84,truck,2
RD-75458,晋G72243,2025-06-06 20:34:44,113,bus,4
RD-92582,鄂W76132,2025-06-01 17:59:03,21,bus,3
RD-47857,贵N22327,2025-06-05 08:06:57,50,bus,4
RD-74461,蒙G57849,2025-06-05 05:00:09,118,motorcycle,3
RD-11106,桂Z80717,2025-06-06 05:38:15,46,car,2
RD-81084,豫V81429,2025-06-07 08:49:58,36,motorcycle,3
RD-73274,辽M45508,2025-06-02 18:03:19,23,car,3
RD-60026,琼S50287,2025-06-07 17:19:36,40,car,2
RD-30428,鲁K76927,2025-06-05 08:46:54,33,motorcycle,4
RD-59752,桂C66213,2025-06-03 05:37:07,61,bus,1
RD-50204,沪P70263,2025-06-06 06:33:05,64,truck,4
RD-41787,鄂S79160,2025-06-07 08:15:41,29,motorcycle,2
RD-94800,辽Z45626,2025-06-03 09:21:48,96,car,1
RD-51757,新U31433,2025-06-01 19:22:57,118,truck,2
RD-81084,桂H97026,2025-06-02 11:43:28,85,motorcycle,3
RD-38518,苏C77089,2025-06-01 09:42:08,110,truck,1
RD-14705,陕U43302,2025-06-06 01:50:07,41,motorcycle,3
RD-60026,皖A42632,2025-06-02 06:30:41,112,motorcycle,4
RD-68269,闽M09800,2025-06-06 22:35:17,119,truck,4
RD-18149,辽M45508,2025-06-06 17:50:32,50,motorcycle,2
RD-89613,苏H71917,2025-06-07 21:10:22,51,truck,4
RD-76046,津R98673,2025-06-04 21:55:17,112,bus,4
RD-32096,青X53906,2025-06-03 16:38:45,76,car,2
RD-30428,闽Y48211,2025-06-06 04:12:42,113,car,3
RD-80345,京T06403,2025-06-07 09:22:39,73,motorcycle,3
RD-89119,吉W86981,2025-06-05 19:27:14,65,car,4
RD-12077,青U72317,2025-06-05 22:02:43,74,truck,1
RD-32096,苏F50638,2025-06-01 17:48:37,22,car,3
RD-68049,湘G80174,2025-06-07 07:29:12,30,bus,3
RD-60026,苏H71917,2025-06-03 08:04:23,35,truck,3
RD-51757,皖Z72316,2025-06-06 17:45:25,33,truck,3
RD-59012,云W23200,2025-06-02 22:21:53,77,car,2
RD-60026,黑T50083,2025-06-05 07:26:52,41,truck,4
RD-28356,鲁K76927,2025-06-03 11:02:50,103,bus,1
RD-41787,湘E32317,2025-06-05 06:44:31,73,car,1
RD-65194,辽C29212,2025-06-03 17:16:48,16,truck,4
RD-70214,宁Q53247,2025-06-07 09:07:25,44,bus,1
RD-60026,粤H06560,2025-06-03 07:42:59,36,car,1
RD-15488,粤H06560,2025-06-07 11:43:36,120,car,2
RD-51757,蒙S93370,2025-06-01 10:22:56,42,motorcycle,4
RD-28356,京T06403,2025-06-02 18:54:45,40,truck,2
RD-59045,辽R89069,2025-06-05 20:39:24,113,bus,1
RD-59752,津N08122,2025-06-05 13:55:56,60,truck,4
RD-40171,湘E32317,2025-06-05 08:09:00,43,motorcycle,2
RD-37171,津C26412,2025-06-04 17:06:15,21,bus,3
RD-92869,晋T23953,2025-06-05 17:06:09,54,motorcycle,1
RD-12077,鄂Y52875,2025-06-03 17:23:52,54,motorcycle,2
RD-38518,苏F50638,2025-06-07 14:05:05,49,car,4
RD-30428,贵E06641,2025-06-07 17:34:39,46,bus,3
RD-15488,苏R45376,2025-06-07 21:46:00,106,truck,2
RD-94800,鄂S79160,2025-06-01 10:54:30,51,bus,1
RD-59012,豫E26739,2025-06-06 08:38:11,23,bus,1
RD-38518,辽H98234,2025-06-04 20:21:24,103,truck,3
RD-80345,甘A25897,2025-06-07 10:14:24,96,bus,3
RD-41935,青V56332,2025-06-03 19:23:27,116,motorcycle,1
RD-29468,津R98673,2025-06-04 21:42:58,89,truck,2
RD-18149,鲁S07760,2025-06-05 09:19:50,114,truck,1
RD-12077,黑S82949,2025-06-01 06:47:19,68,bus,4
RD-68269,苏L67659,2025-06-04 20:18:01,79,bus,3
RD-14705,赣M09878,2025-06-03 07:59:23,49,car,3
RD-70214,贵E06641,2025-06-05 08:47:34,40,truck,2
RD-50204,皖D18985,2025-06-04 20:26:57,50,bus,2
RD-40171,甘S37505,2025-06-06 15:14:13,55,truck,2
RD-42922,蒙L32540,2025-06-05 16:36:33,40,car,2
RD-68049,渝Q32693,2025-06-04 13:27:08,115,truck,4
RD-38518,鲁K76927,2025-06-04 07:43:26,20,motorcycle,2
RD-92869,津M91358,2025-06-03 18:05:21,50,truck,4
RD-68049,浙E09063,2025-06-03 10:38:55,54,car,2
RD-28356,鄂U07329,2025-06-02 18:37:53,42,motorcycle,2
RD-65814,黑Q95251,2025-06-05 08:20:06,18,bus,2
RD-13357,桂C66213,2025-06-03 16:05:24,106,truck,1
RD-17303,蒙S93370,2025-06-05 06:46:11,55,bus,2
RD-13357,津A48430,2025-06-03 14:24:26,78,car,1
RD-70214,青Z14074,2025-06-05 08:10:42,43,truck,1
RD-41787,赣B94002,2025-06-04 07:00:48,46,car,4
RD-94800,鄂Y52875,2025-06-07 14:46:11,85,car,1
RD-40951,闽J80363,2025-06-02 17:50:51,25,motorcycle,1
RD-94800,赣T40834,2025-06-05 02:48:15,51,motorcycle,4
RD-11106,鄂C15661,2025-06-03 07:19:30,40,bus,3
RD-94800,津W80368,2025-06-06 06:14:41,116,car,4
RD-19332,云W23200,2025-06-05 16:21:52,67,car,3
RD-65814,鲁S07760,2025-06-03 13:29:58,73,car,4
RD-18149,黑V11836,2025-06-06 02:07:02,103,motorcycle,3
RD-50204,贵D89799,2025-06-05 19:03:43,110,truck,4
RD-40171,贵N22327,2025-06-04 09:10:21,46,motorcycle,4
RD-10255,渝P07696,2025-06-05 05:56:06,48,car,2
RD-10255,皖V00041,2025-06-01 01:52:10,79,truck,3
RD-47857,湘E32317,2025-06-01 13:18:49,41,truck,3
RD-18149,粤T34101,2025-06-05 17:12:55,16,motorcycle,1
RD-41935,湘G80174,2025-06-02 19:20:07,81,motorcycle,2
RD-15488,鲁H84942,2025-06-05 18:24:02,34,motorcycle,3
RD-41787,闽N73620,2025-06-02 15:34:48,96,truck,1
RD-81084,陕B97365,2025-06-02 17:20:19,40,truck,4
RD-19332,豫F43722,2025-06-02 06:34:15,102,truck,1
RD-41787,黑J54290,2025-06-03 17:22:53,55,motorcycle,3
RD-59752,鄂Y52875,2025-06-02 03:07:14,80,truck,2
RD-40171,津N08122,2025-06-04 08:08:47,31,motorcycle,4
RD-88767,赣P46947,2025-06-02 17:00:07,48,bus,2
RD-11106,川B36269,2025-06-07 08:42:51,45,car,2
RD-38518,豫F11936,2025-06-05 17:54:21,44,car,1
RD-28356,桂Z74836,2025-06-06 12:31:11,96,car,1
RD-50204,宁F27145,2025-06-04 18:28:53,50,car,4
RD-59752,辽H98234,2025-06-06 09:26:47,105,truck,1
RD-47857,蒙S93370,2025-06-02 18:47:30,42,motorcycle,1
RD-81084,湘E79189,2025-06-06 23:08:05,108,truck,1
RD-32096,云Q91859,2025-06-03 07:57:52,39,car,2
RD-41787,蒙T28800,2025-06-06 05:26:46,54,bus,2
RD-42510,蒙V14604,2025-06-04 14:18:22,85,truck,2
RD-13357,赣P46947,2025-06-05 05:34:04,109,truck,2
RD-13357,闽M09800,2025-06-05 19:45:14,75,motorcycle,2
RD-12077,鲁H84942,2025-06-01 18:24:05,26,car,4
RD-40171,苏N25213,2025-06-04 06:56:32,55,motorcycle,1
RD-19332,豫R23105,2025-06-02 17:18:28,36,truck,1
RD-59012,桂Z80717,2025-06-02 18:55:16,24,bus,2
RD-12077,吉W86981,2025-06-05 07:14:50,38,car,2
RD-77987,皖J96851,2025-06-01 03:49:32,93,car,2
RD-94800,京P84276,2025-06-03 22:11:45,97,truck,1
RD-59852,新F67512,2025-06-07 19:36:44,97,bus,4
RD-29468,赣M09878,2025-06-05 18:34:13,34,car,2
RD-92869,贵N22327,2025-06-04 15:25:09,59,car,2
RD-81084,渝T72068,2025-06-01 08:53:39,52,car,4
RD-73274,湘E32317,2025-06-03 17:05:57,53,car,1
RD-41787,皖J96851,2025-06-03 04:33:12,112,motorcycle,2
RD-28356,晋L72697,2025-06-06 21:00:26,42,bus,3
RD-50199,津W80368,2025-06-02 12:00:42,73,truck,4
RD-94800,新A02228,2025-06-03 06:47:28,120,car,1
RD-28356,青V56332,2025-06-01 06:42:57,40,car,4
RD-70214,陕W08395,2025-06-04 22:53:41,88,truck,1
RD-88767,宁X06671,2025-06-06 06:35:32,103,car,2
RD-63576,渝R75103,2025-06-04 22:50:13,69,motorcycle,1
RD-30428,湘G80174,2025-06-07 08:36:01,35,truck,4
RD-65194,新V76570,2025-06-01 06:30:11,120,motorcycle,3
RD-88767,皖G90703,2025-06-04 17:07:44,21,car,2
RD-75458,新V80898,2025-06-01 18:26:47,23,bus,3
RD-37171,藏W75644,2025-06-03 16:48:50,61,truck,2
RD-28356,鄂R40421,2025-06-03 09:42:26,101,truck,4
RD-92869,宁F27145,2025-06-03 08:32:52,18,motorcycle,1
RD-51757,粤B17788,2025-06-06 08:42:02,28,car,3
RD-94800,苏U04401,2025-06-05 18:35:24,31,motorcycle,3
RD-42922,辽M45508,2025-06-04 07:27:00,43,bus,4
RD-76046,闽Y48211,2025-06-05 18:02:32,28,car,2
RD-12077,青V56332,2025-06-03 16:59:56,66,bus,3
RD-76046,新A02228,2025-06-03 17:40:27,43,bus,3
RD-89613,辽K28099,2025-06-06 11:00:51,116,motorcycle,1
RD-59012,黑V11836,2025-06-05 07:29:10,25,truck,3
RD-65194,闽M09800,2025-06-04 18:52:07,34,truck,2
RD-70214,晋Y81799,2025-06-07 19:40:27,42,truck,2
RD-28356,青V56332,2025-06-03 11:02:47,106,car,2
RD-92582,苏U04401,2025-06-06 18:57:16,19,car,4
RD-92582,渝T72068,2025-06-05 23:06:56,78,bus,4
RD-65194,鄂Y52875,2025-06-04 07:39:57,18,bus,2
RD-59852,吉F83362,2025-06-01 20:17:05,82,motorcycle,2
RD-37171,渝S62730,2025-06-02 18:08:06,43,bus,1
RD-51757,浙X86258,2025-06-05 17:49:05,21,car,4
RD-89119,鄂R40421,2025-06-03 08:35:24,49,truck,3
RD-80345,湘X10175,2025-06-01 17:03:39,28,car,3
RD-76046,粤Q51733,2025-06-07 07:32:17,40,motorcycle,1
RD-68049,鲁Z76351,2025-06-03 08:53:03,47,car,3
RD-68269,浙E09063,2025-06-02 07:27:28,54,truck,3
RD-29468,辽T06233,2025-06-07 07:26:45,16,bus,2
RD-65194,宁D90487,2025-06-04 07:18:00,20,motorcycle,3
RD-29468,黑V11836,2025-06-02 17:22:13,45,bus,4
RD-12077,豫A28796,2025-06-05 16:25:19,81,car,2
RD-50199,津A48430,2025-06-03 10:19:51,41,bus,4
RD-14705,新F67512,2025-06-03 18:35:46,54,truck,3
RD-68269,沪P70263,2025-06-03 00:11:31,86,motorcycle,1
RD-47857,鄂S79160,2025-06-01 08:29:08,38,car,1
RD-13357,蒙L32540,2025-06-06 18:29:35,46,truck,4
RD-59045,浙U20213,2025-06-06 10:05:56,117,motorcycle,3
RD-89613,豫T72905,2025-06-05 15:41:47,113,truck,2
RD-17303,渝P07696,2025-06-01 06:45:50,105,bus,3
RD-30428,新N95079,2025-06-04 08:33:19,41,truck,1
RD-70214,津N08122,2025-06-02 18:37:03,46,motorcycle,1
RD-42510,苏C93737,2025-06-02 11:12:20,82,car,2
RD-88767,黑H28241,2025-06-03 17:43:43,38,motorcycle,1
RD-14705,渝S62730,2025-06-05 21:54:27,70,bus,2
RD-68049,鲁H84942,2025-06-04 16:43:50,120,car,4
RD-89613,京P84276,2025-06-06 18:12:08,33,motorcycle,2
RD-70214,新F67512,2025-06-02 19:55:27,50,car,2
RD-32096,津R98673,2025-06-03 18:41:17,18,bus,1
RD-40951,赣T40834,2025-06-06 07:37:13,22,truck,3
RD-59045,粤C76637,2025-06-07 17:43:04,43,bus,2
RD-89119,鲁S07760,2025-06-02 17:27:57,42,truck,3
RD-40951,陕E43483,2025-06-03 08:39:45,45,car,2
RD-88054,辽C29212,2025-06-05 00:33:50,98,bus,3
RD-38518,陕W08395,2025-06-05 08:09:11,17,car,2
RD-38518,浙U20213,2025-06-03 08:12:24,40,car,1
RD-40171,辽W95663,2025-06-05 07:57:40,25,bus,2
RD-12077,云W23200,2025-06-04 06:06:06,117,truck,3
RD-30428,闽N73620,2025-06-06 14:29:21,104,motorcycle,1
RD-63576,藏R29091,2025-06-02 04:40:41,107,motorcycle,1
RD-88767,苏C77089,2025-06-04 17:05:16,18,truck,3
RD-29468,青X53906,2025-06-07 16:06:08,78,motorcycle,4
RD-29468,湘K44826,2025-06-01 17:53:18,41,bus,1
RD-40171,宁F27145,2025-06-05 17:28:42,28,motorcycle,4
RD-92582,津A47291,2025-06-04 18:49:05,29,truck,2
RD-75458,沪R85989,2025-06-03 06:57:58,52,motorcycle,2
RD-68269,云V25146,2025-06-02 19:59:45,48,truck,4
RD-38518,津C26412,2025-06-06 17:53:51,47,bus,3
RD-92582,沪V95916,2025-06-03 04:39:53,104,bus,4
RD-28356,沪M06244,2025-06-07 20:32:29,88,car,3
RD-60026,吉F83362,2025-06-05 04:53:32,66,truck,3
RD-70214,赣B44819,2025-06-06 15:51:37,97,motorcycle,1
RD-13357,藏R29091,2025-06-04 17:11:55,15,bus,1
RD-65194,闽N73620,2025-06-07 17:23:21,50,truck,3
RD-50199,津A47291,2025-06-01 09:25:37,47,car,1
RD-40171,鲁Y40405,2025-06-03 11:53:49,96,motorcycle,1
RD-63576,沪R85989,2025-06-05 15:51:00,88,truck,3
RD-12077,豫T72905,2025-06-06 20:35:32,101,truck,3
RD-75458,贵D89799,2025-06-03 19:34:40,62,motorcycle,4
RD-59852,宁D90487,2025-06-06 21:05:32,107,car,1
RD-65814,皖D18985,2025-06-05 16:51:19,81,car,2
RD-74461,藏Z93839,2025-06-01 18:42:18,18,bus,2
RD-76046,藏L38643,2025-06-03 07:31:21,32,car,3
RD-68269,浙V28890,2025-06-03 08:44:55,54,car,4
RD-92869,鲁Z15634,2025-06-01 17:18:53,40,bus,3
RD-75458,辽C66950,2025-06-06 17:42:23,30,motorcycle,2
RD-59045,鲁S07760,2025-06-01 07:41:46,43,motorcycle,2
RD-11106,豫F43722,2025-06-02 08:58:15,34,truck,4
RD-89119,渝Y32710,2025-06-07 18:15:25,24,truck,2
RD-37171,赣M09878,2025-06-03 07:10:57,30,motorcycle,4
RD-92869,宁X06671,2025-06-01 07:51:50,40,car,3
RD-40951,浙E09063,2025-06-03 06:07:07,117,truck,4
RD-92582,辽R89069,2025-06-06 08:18:53,30,motorcycle,1
RD-28356,鲁Z15634,2025-06-06 08:34:50,33,truck,2
RD-18149,豫V81429,2025-06-01 21:50:42,40,car,1
RD-42510,辽C29212,2025-06-04 08:34:37,22,bus,2
RD-88054,湘E32317,2025-06-01 18:47:50,51,car,1
RD-60026,晋T23953,2025-06-07 19:13:38,65,motorcycle,4
RD-80345,闽K16540,2025-06-02 09:55:08,114,bus,3
RD-47857,豫W80806,2025-06-07 15:11:53,104,motorcycle,2
RD-92869,皖V00041,2025-06-01 17:50:58,29,car,4
RD-11106,闽J80363,2025-06-07 17:53:21,20,bus,3
RD-65814,桂Z74836,2025-06-07 21:19:25,58,car,4
RD-74461,浙X86258,2025-06-07 18:25:21,27,motorcycle,4
RD-73274,豫F11936,2025-06-05 12:41:56,86,truck,1
RD-81084,津M91358,2025-06-05 17:08:06,32,motorcycle,1
RD-59752,辽Z45626,2025-06-05 14:11:28,110,truck,1
RD-15488,苏F50638,2025-06-03 06:07:19,110,motorcycle,4
RD-29468,苏P06588,2025-06-07 21:43:29,56,truck,3
RD-50199,鄂U07329,2025-06-03 13:51:40,103,bus,3
RD-89613,浙V28890,2025-06-04 22:03:38,77,motorcycle,2
RD-65814,贵D89799,2025-06-07 08:33:46,26,truck,4
RD-75458,渝S62730,2025-06-02 07:44:31,23,truck,1
RD-89119,宁K34651,2025-06-06 17:50:09,23,truck,1
RD-89613,沪H73202,2025-06-05 19:04:27,106,car,2
RD-42510,黑T50083,2025-06-04 05:58:51,97,truck,1
RD-94800,川B36269,2025-06-01 18:10:52,46,motorcycle,1
RD-63576,新U62318,2025-06-03 07:09:11,17,truck,4
RD-17303,甘M45035,2025-06-01 22:34:19,62,truck,4
RD-76046,粤F52737,2025-06-01 08:40:53,51,truck,1
RD-13357,豫R23105,2025-06-03 20:19:13,72,truck,4
RD-60026,浙U20213,2025-06-01 19:08:41,44,car,1
RD-17303,赣P46947,2025-06-05 16:18:50,68,bus,2
RD-92582,贵N22327,2025-06-04 14:46:38,114,bus,4
RD-19332,浙V28890,2025-06-05 17:38:53,52,truck,4
RD-68269,藏R29091,2025-06-06 01:21:43,99,motorcycle,4
RD-81084,皖D18985,2025-06-06 17:57:09,42,motorcycle,3
RD-94800,鄂Q42996,2025-06-05 08:53:34,32,truck,4
RD-88767,渝S62730,2025-06-05 06:52:57,109,bus,1
RD-88054,皖M80974,2025-06-02 19:35:57,82,truck,4
RD-75458,贵N22327,2025-06-03 08:45:53,32,bus,1
RD-41787,陕E43483,2025-06-07 08:36:37,46,truck,3
RD-42922,陕U43302,2025-06-03 14:50:17,117,bus,1
RD-18149,粤T34101,2025-06-03 16:53:39,45,bus,1
RD-76046,桂H97026,2025-06-02 09:00:46,41,motorcycle,4
RD-38518,沪S65106,2025-06-03 08:17:39,44,car,1
RD-37171,藏J05256,2025-06-06 10:42:14,68,bus,1
RD-89119,鄂W76132,2025-06-03 08:35:33,30,car,3
RD-40171,黑Q95251,2025-06-05 21:52:40,95,motorcycle,3
RD-10255,豫F43722,2025-06-07 18:31:47,46,bus,3
RD-18149,鲁Z76351,2025-06-03 06:30:16,80,bus,3
RD-59752,苏U04401,2025-06-02 20:26:37,72,car,1
RD-70214,粤B17788,2025-06-04 06:40:19,66,motorcycle,1
RD-29468,京R72773,2025-06-01 13:53:33,90,bus,4
RD-41787,皖D18985,2025-06-03 06:45:54,52,motorcycle,3
RD-42510,鲁Z76351,2025-06-03 12:33:31,86,car,1
RD-65814,云Q91859,2025-06-06 18:53:18,47,bus,1
RD-42922,赣T40834,2025-06-06 19:14:14,76,car,2
RD-10255,贵D89799,2025-06-02 14:45:22,70,car,2
RD-19332,新U31433,2025-06-06 17:39:27,15,truck,1
RD-81084,闽N73620,2025-06-01 18:08:37,51,truck,4
RD-41935,黑J68298,2025-06-06 17:09:13,45,bus,4
RD-60026,藏W75644,2025-06-07 06:19:19,47,truck,4
RD-81084,粤Q51733,2025-06-06 19:26:10,48,truck,3
RD-13357,蒙G57849,2025-06-05 10:53:58,62,bus,4
RD-77987,陕E43483,2025-06-06 07:04:46,28,bus,2
RD-92582,辽H98234,2025-06-01 12:37:10,52,car,4
RD-80345,皖Z72316,2025-06-04 23:22:18,71,car,1
RD-12077,新C11264,2025-06-07 17:55:37,17,truck,2
RD-50199,宁K34651,2025-06-07 17:57:28,50,car,3
RD-42922,津A48430,2025-06-07 19:56:24,52,bus,2
RD-42510,辽T06233,2025-06-07 08:45:52,39,motorcycle,2
RD-94800,桂U75373,2025-06-05 07:49:51,15,motorcycle,1
RD-28356,豫E26739,2025-06-01 08:45:31,38,bus,2
RD-59045,宁K34651,2025-06-01 09:55:28,55,car,2
RD-11106,藏R29091,2025-06-02 18:29:17,29,bus,4
RD-92869,渝Y32710,2025-06-06 11:12:57,65,bus,3
RD-14705,鄂L78447,2025-06-02 17:29:58,28,car,1
RD-17303,豫F43722,2025-06-07 08:04:10,33,motorcycle,4
RD-76046,粤B17788,2025-06-06 02:32:50,47,bus,4
RD-59045,渝T29594,2025-06-05 16:21:53,87,truck,1
RD-37171,黑J68298,2025-06-06 07:05:11,20,bus,3
RD-17303,湘X10175,2025-06-04 22:31:01,80,motorcycle,1
RD-89613,辽R89069,2025-06-01 11:01:35,45,car,4
RD-41935,鲁S07760,2025-06-07 08:25:04,54,truck,1
RD-89613,琼S50287,2025-06-06 19:13:08,52,truck,3
RD-17303,湘K44826,2025-06-07 08:12:27,41,bus,3
RD-70214,宁F27145,2025-06-01 08:19:59,15,bus,4
RD-19332,皖V00041,2025-06-01 07:52:53,55,motorcycle,2
RD-14705,蒙L32540,2025-06-05 16:04:22,57,truck,3
RD-38518,黑S82949,2025-06-05 08:05:11,35,bus,2
RD-89119,渝Q32693,2025-06-02 16:40:43,85,truck,3
RD-76046,京R72773,2025-06-05 11:21:13,65,motorcycle,3
RD-80345,津C26412,2025-06-03 17:59:01,55,motorcycle,1
RD-51757,豫E26739,2025-06-05 11:13:14,76,bus,3
RD-12077,蒙S93370,2025-06-07 07:35:01,35,motorcycle,1
RD-68049,川U37138,2025-06-02 07:21:34,17,truck,1
RD-13357,辽W95663,2025-06-04 06:53:34,105,car,3
RD-40951,赣T40834,2025-06-05 18:23:54,36,car,2
RD-42510,藏J05256,2025-06-06 13:20:56,95,bus,2
RD-59852,鲁K76927,2025-06-03 16:48:50,119,truck,4
RD-30428,辽M45508,2025-06-03 02:19:16,78,bus,3
RD-65814,陕U43302,2025-06-04 18:20:16,39,motorcycle,1
RD-63576,晋Y81799,2025-06-04 12:48:02,77,car,3
RD-11106,苏U04401,2025-06-04 17:38:07,18,truck,3
RD-29468,粤C76637,2025-06-01 17:44:39,53,car,4
RD-88054,青X53906,2025-06-01 17:20:49,26,motorcycle,2
RD-92869,冀L70802,2025-06-03 17:32:22,15,bus,1
RD-68269,湘E88250,2025-06-04 08:39:51,45,motorcycle,1
RD-41787,浙X86258,2025-06-04 16:11:54,87,motorcycle,3
RD-15488,津N08122,2025-06-05 17:25:17,33,car,2
RD-73274,晋T23953,2025-06-04 15:59:00,102,car,2
RD-88054,新V76570,2025-06-03 09:07:22,66,bus,1
RD-74461,皖G90703,2025-06-05 14:46:40,109,car,3
RD-59045,吉F83362,2025-06-06 08:31:03,46,car,1
RD-59045,皖A42632,2025-06-07 11:13:12,80,car,4
RD-70214,新V80898,2025-06-05 08:50:49,45,car,2
RD-65814,粤C76637,2025-06-06 05:28:49,47,truck,4
RD-60026,青V56332,2025-06-03 19:09:58,107,motorcycle,1
RD-59012,津P64084,2025-06-04 09:25:00,72,truck,1
RD-59852,粤B17788,2025-06-01 08:05:04,45,bus,4
RD-77987,渝R75103,2025-06-05 06:20:37,74,motorcycle,3
RD-73274,辽M45508,2025-06-05 02:46:31,53,truck,3
RD-75458,京P84276,2025-06-01 22:46:02,106,motorcycle,4
RD-88767,辽Y41675,2025-06-02 21:56:37,83,truck,2
RD-41787,湘K44826,2025-06-02 17:30:03,52,truck,4
RD-74461,闽Y48211,2025-06-01 06:53:53,64,bus,3
RD-28356,鲁P57236,2025-06-04 14:46:20,77,car,3
RD-88767,晋G72243,2025-06-05 08:00:57,45,motorcycle,4
RD-40171,渝Y32710,2025-06-07 08:24:34,53,motorcycle,3
RD-40951,闽N73620,2025-06-05 16:30:32,43,bus,2
RD-42510,藏L38643,2025-06-02 09:08:34,48,motorcycle,1
RD-65814,鄂Q42996,2025-06-04 15:07:58,54,motorcycle,3
RD-41935,晋L72697,2025-06-07 18:58:05,41,motorcycle,4
RD-29468,粤C76637,2025-06-05 16:52:03,93,truck,4
RD-65814,蒙T28800,2025-06-07 05:54:05,86,bus,1
RD-74461,苏F50638,2025-06-02 05:45:41,63,bus,2
RD-50204,吉W86981,2025-06-05 13:01:37,95,truck,2
RD-15488,粤H06560,2025-06-01 20:42:15,82,bus,3
RD-94800,苏P06588,2025-06-05 19:31:58,43,truck,3
RD-19332,沪P70263,2025-06-04 17:17:31,44,motorcycle,1
RD-73274,豫F11936,2025-06-07 07:11:25,54,motorcycle,3
RD-80345,皖A42632,2025-06-01 18:36:02,25,bus,4
RD-59012,湘E32317,2025-06-07 10:12:55,41,motorcycle,3
RD-60026,浙X86258,2025-06-04 08:46:55,34,motorcycle,3
RD-80345,苏P06588,2025-06-05 06:43:10,88,truck,2
RD-13357,青Z14074,2025-06-03 18:24:47,37,truck,4
RD-19332,琼S50287,2025-06-03 19:37:39,115,car,1
RD-37171,桂C66213,2025-06-06 07:48:33,32,motorcycle,4
RD-76046,渝Q32693,2025-06-03 08:28:28,15,motorcycle,3
RD-17303,晋L72697,2025-06-02 08:13:04,37,bus,4
RD-14705,新F67512,2025-06-04 06:27:00,56,bus,4
RD-40951,渝S62730,2025-06-04 09:16:10,106,car,1
RD-76046,桂Z80717,2025-06-06 18:50:15,33,truck,2
RD-47857,宁Y55968,2025-06-01 18:37:25,50,truck,2
RD-80345,鄂S79160,2025-06-06 18:24:33,52,truck,1
RD-70214,宁Y55968,2025-06-01 17:31:44,23,bus,1
RD-65194,豫T72905,2025-06-02 07:18:33,35,car,1
RD-76046,琼S48954,2025-06-02 06:52:55,68,truck,2
RD-81084,津A48430,2025-06-04 07:39:27,34,motorcycle,1
RD-70214,辽T06233,2025-06-06 18:40:25,19,car,1
RD-73274,鲁H84942,2025-06-03 06:19:33,82,truck,2
RD-92869,蒙G57849,2025-06-06 17:14:04,46,car,1
RD-92869,辽Z45626,2025-06-05 19:03:19,74,bus,3
RD-13357,辽M45508,2025-06-06 20:02:47,110,truck,1
RD-32096,皖G90703,2025-06-03 09:36:01,44,motorcycle,3
RD-81084,黑J54290,2025-06-06 05:06:30,67,bus,4
RD-42510,宁D90487,2025-06-02 17:22:28,28,motorcycle,4
RD-50199,苏C77089,2025-06-04 11:46:34,61,motorcycle,2
RD-75458,鄂R40421,2025-06-05 14:27:45,109,bus,2
RD-81084,新U31433,2025-06-02 06:37:40,79,car,2
RD-80345,湘X10175,2025-06-05 07:32:14,33,truck,1
RD-59045,津C26412,2025-06-03 07:30:03,55,bus,2
RD-92582,湘K44826,2025-06-06 22:39:47,110,truck,1
