road_id,record_time,avg_speed,traffic_flow,jam_level,congestion_index
RD-89613,2025-06-06 17:40:38,31.8,1416,5,7.96
RD-10255,2025-06-04 18:18:11,8.6,1031,5,3.02
RD-81084,2025-06-03 20:08:47,82.6,469,1,5.76
RD-11106,2025-06-01 12:27:05,77.5,86,3,4.13
RD-65194,2025-06-06 17:21:42,12.6,1016,5,8.41
RD-51757,2025-06-02 06:45:51,81.0,154,2,2.48
RD-92582,2025-06-06 02:49:30,70.9,204,2,3.27
RD-28356,2025-06-03 17:11:37,38.0,1396,5,7.62
RD-29468,2025-06-01 20:36:01,69.8,83,1,2.98
RD-59012,2025-06-04 18:10:45,21.3,601,5,4.76
RD-59045,2025-06-05 23:54:49,90.2,405,1,0.41
RD-14705,2025-06-06 15:03:13,37.9,136,3,6.86
RD-81084,2025-06-06 19:42:01,33.0,124,2,4.11
RD-65814,2025-06-01 11:03:05,41.5,97,3,8.96
RD-92869,2025-06-06 18:37:47,11.3,988,3,7.32
RD-51757,2025-06-07 08:36:16,26.8,1223,3,5.05
RD-40951,2025-06-03 08:33:15,33.6,718,4,1.5
RD-94800,2025-06-07 07:00:01,38.6,1268,4,6.82
RD-63576,2025-06-06 17:54:01,18.9,864,4,0.12
RD-68269,2025-06-05 09:51:01,60.6,418,1,9.66
RD-59852,2025-06-06 18:16:23,20.0,605,5,8.19
RD-11106,2025-06-04 14:26:10,35.1,476,2,9.78
RD-60026,2025-06-02 18:10:16,16.1,800,3,8.19
RD-89613,2025-06-04 08:12:54,18.1,838,4,9.27
RD-14705,2025-06-01 18:29:43,16.9,1222,4,6.48
RD-65194,2025-06-01 19:19:41,53.0,470,2,4.85
RD-89119,2025-06-03 19:22:12,33.3,231,2,1.42
RD-28356,2025-06-06 07:34:36,14.5,325,4,7.83
RD-29468,2025-06-06 13:48:01,74.5,264,1,4.62
RD-63576,2025-06-01 17:01:19,22.4,572,4,5.55
RD-92582,2025-06-01 18:00:41,17.7,602,3,0.74
RD-60026,2025-06-05 17:38:37,18.6,1177,3,8.66
RD-38518,2025-06-07 17:30:19,28.7,1294,4,2.3
RD-51757,2025-06-02 08:09:11,22.7,1122,5,8.1
RD-51757,2025-06-07 06:35:17,31.2,69,3,0.29
RD-77987,2025-06-03 18:01:12,32.8,885,5,5.84
RD-13357,2025-06-06 06:53:06,52.3,266,2,9.43
RD-65194,2025-06-04 08:30:29,23.2,1109,4,4.46
RD-28356,2025-06-06 18:15:28,42.8,963,3,8.16
RD-12077,2025-06-06 14:25:05,62.6,110,1,0.51
RD-74461,2025-06-03 09:25:14,66.6,200,2,5.3
RD-11106,2025-06-06 10:07:38,31.7,168,2,4.05
RD-40171,2025-06-05 06:36:41,75.6,184,1,4.55
RD-13357,2025-06-06 11:01:50,64.9,362,2,9.31
RD-10255,2025-06-05 11:34:06,42.6,314,1,8.84
RD-37171,2025-06-03 12:00:35,66.5,356,3,8.34
RD-41787,2025-06-01 07:34:30,16.3,722,3,9.28
RD-59752,2025-06-05 08:50:11,14.8,1025,4,6.22
RD-50199,2025-06-06 10:29:53,29.5,169,2,8.76
RD-15488,2025-06-02 21:01:20,79.9,78,3,9.38
RD-17303,2025-06-01 21:55:56,61.3,352,1,5.15
RD-42510,2025-06-07 08:28:54,35.1,1454,5,5.16
RD-42510,2025-06-03 17:35:45,30.2,835,5,8.37
RD-89613,2025-06-01 18:11:28,23.2,558,4,6.68
RD-13357,2025-06-04 03:32:35,33.6,295,2,1.97
RD-77987,2025-06-06 11:55:50,69.0,312,2,4.05
RD-40171,2025-06-06 07:17:18,37.0,602,4,4.08
RD-59045,2025-06-02 12:44:01,72.7,50,2,6.55
RD-50204,2025-06-05 09:49:14,52.0,333,3,2.69
RD-41787,2025-06-04 20:01:26,69.6,99,2,1.09
RD-65814,2025-06-03 06:54:11,39.6,367,2,7.1
RD-30428,2025-06-07 12:27:44,60.8,65,2,8.01
RD-68269,2025-06-01 08:34:24,26.8,1372,5,9.75
RD-50204,2025-06-02 17:04:21,40.5,558,4,2.3
RD-50204,2025-06-04 05:35:24,72.0,267,3,3.03
RD-42922,2025-06-06 10:39:14,55.9,469,3,7.3
RD-63576,2025-06-01 07:03:35,15.2,1195,4,2.76
RD-30428,2025-06-02 01:03:07,49.1,111,3,7.67
RD-59852,2025-06-02 07:48:58,23.7,1404,3,0.58
RD-73274,2025-06-02 00:35:19,57.9,63,2,9.09
RD-12077,2025-06-02 09:36:56,87.6,337,2,0.61
RD-32096,2025-06-03 15:10:45,54.5,32,1,8.13
RD-50199,2025-06-06 10:26:17,74.2,167,2,0.02
RD-19332,2025-06-05 08:09:23,31.3,736,5,9.83
RD-29468,2025-06-04 08:29:30,37.9,377,4,7.03
RD-15488,2025-06-06 06:28:38,80.0,291,3,2.1
RD-63576,2025-06-03 19:23:10,35.9,280,2,6.79
RD-32096,2025-06-07 06:18:02,76.0,437,2,1.47
RD-92582,2025-06-07 18:06:12,18.1,527,3,5.18
RD-81084,2025-06-05 11:38:15,83.8,448,2,2.86
RD-38518,2025-06-02 18:26:08,25.4,1166,3,8.68
RD-59852,2025-06-01 14:43:10,63.5,425,1,8.36
RD-70214,2025-06-05 16:22:59,48.9,510,2,8.01
RD-65814,2025-06-05 18:46:19,40.7,653,3,9.51
RD-19332,2025-06-07 12:11:05,61.7,132,2,5.32
RD-12077,2025-06-06 18:30:17,18.2,466,4,9.86
RD-13357,2025-06-02 06:09:54,73.0,211,1,0.95
RD-41935,2025-06-07 14:49:34,89.5,362,3,9.56
RD-63576,2025-06-03 07:50:25,35.8,694,5,7.5
RD-19332,2025-06-03 13:13:48,50.1,142,2,6.38
RD-89119,2025-06-04 21:59:55,69.1,400,2,4.65
RD-59045,2025-06-05 04:01:27,79.4,321,3,5.6
RD-10255,2025-06-04 14:49:46,86.2,458,1,1.34
RD-29468,2025-06-06 08:57:00,27.9,824,4,9.27
RD-59852,2025-06-05 19:01:05,55.6,406,2,2.01
RD-70214,2025-06-03 06:15:09,71.9,198,2,5.93
RD-59852,2025-06-02 17:16:11,37.8,603,3,8.74
RD-92869,2025-06-04 16:18:53,55.6,11,3,0.85
RD-60026,2025-06-03 07:56:56,33.4,547,4,6.19
RD-51757,2025-06-05 18:48:46,11.7,510,3,7.85
RD-70214,2025-06-06 20:26:42,37.1,373,3,8.31
RD-59045,2025-06-03 07:24:36,33.6,733,4,6.11
RD-81084,2025-06-01 08:36:07,27.4,1344,4,5.76
RD-88054,2025-06-01 20:44:23,77.1,380,2,4.25
RD-42510,2025-06-02 15:18:48,55.7,258,1,3.47
RD-40171,2025-06-05 08:52:23,19.7,837,3,4.36
RD-76046,2025-06-03 08:36:02,27.7,1156,5,7.48
RD-40951,2025-06-04 20:38:49,64.6,218,3,9.93
RD-60026,2025-06-05 09:10:50,80.5,366,1,9.52
RD-13357,2025-06-05 17:22:12,25.1,1321,5,1.04
RD-74461,2025-06-03 07:22:02,26.7,1393,5,9.1
RD-60026,2025-06-03 21:35:31,55.5,218,2,8.35
RD-41787,2025-06-02 18:29:37,5.9,559,3,9.51
RD-65194,2025-06-02 05:39:21,83.5,416,3,0.63
RD-32096,2025-06-05 10:40:04,36.4,44,2,4.33
RD-19332,2025-06-01 18:14:00,10.5,600,3,6.27
RD-14705,2025-06-06 05:36:36,46.3,286,3,8.82
RD-76046,2025-06-07 08:51:35,34.2,808,4,3.9
RD-63576,2025-06-02 19:48:01,83.5,239,2,7.9
RD-92582,2025-06-03 07:46:16,40.1,658,5,5.38
RD-15488,2025-06-02 18:56:00,37.7,394,3,2.68
RD-40951,2025-06-05 23:05:21,60.8,192,1,8.33
RD-73274,2025-06-03 19:54:53,85.4,320,2,6.58
RD-18149,2025-06-02 21:37:45,62.2,266,1,8.03
RD-42510,2025-06-05 14:39:43,76.6,462,1,7.33
RD-41787,2025-06-01 18:03:18,13.1,1462,4,4.7
RD-11106,2025-06-07 00:58:53,58.0,431,3,0.77
RD-37171,2025-06-05 18:03:17,21.8,1496,5,8.62
RD-89613,2025-06-01 01:44:40,35.2,202,3,5.56
RD-32096,2025-06-01 08:03:40,15.8,829,4,5.51
RD-92582,2025-06-02 07:33:26,30.7,436,3,7.41
RD-59852,2025-06-05 11:40:22,50.6,90,1,7.27
RD-59752,2025-06-05 16:05:44,75.9,97,1,1.37
RD-63576,2025-06-06 18:37:44,6.5,801,4,0.0
RD-30428,2025-06-05 16:26:05,59.4,252,3,9.26
RD-42510,2025-06-02 17:11:52,28.7,1286,5,3.82
RD-60026,2025-06-03 06:28:44,53.6,336,2,0.62
RD-30428,2025-06-05 16:10:28,80.7,224,3,4.08
RD-30428,2025-06-07 17:51:39,16.0,1525,5,9.92
RD-59752,2025-06-06 07:35:31,32.6,922,5,1.82
RD-81084,2025-06-01 09:55:19,41.0,375,1,0.15
RD-65814,2025-06-05 08:19:13,13.7,1246,3,7.03
RD-18149,2025-06-02 19:13:13,82.5,230,1,4.04
RD-47857,2025-06-07 08:54:51,36.1,603,4,3.08
RD-63576,2025-06-01 19:42:25,71.7,246,3,2.94
RD-75458,2025-06-01 07:53:05,25.4,841,4,7.2
RD-59012,2025-06-07 10:54:00,43.9,243,3,3.0
RD-89119,2025-06-05 19:31:55,28.4,289,2,1.73
RD-37171,2025-06-07 18:52:20,28.4,876,4,9.95
RD-13357,2025-06-07 07:44:34,26.6,967,5,9.42
RD-13357,2025-06-07 11:16:56,59.8,304,3,1.97
RD-92869,2025-06-02 07:46:55,28.8,1520,4,6.54
RD-15488,2025-06-07 00:46:04,72.3,176,3,3.46
RD-50204,2025-06-02 08:24:25,40.8,1444,3,2.02
RD-10255,2025-06-02 13:40:21,36.9,295,1,7.98
RD-94800,2025-06-02 04:26:04,58.7,343,3,2.73
RD-89119,2025-06-02 06:10:18,49.3,512,3,0.29
RD-19332,2025-06-01 08:06:51,34.0,1102,3,8.32
RD-65194,2025-06-05 18:25:47,30.6,1142,3,6.96
RD-15488,2025-06-06 14:17:01,35.1,47,2,1.37
RD-28356,2025-06-01 08:25:52,22.0,1110,4,1.76
RD-41935,2025-06-02 07:48:27,25.9,361,5,5.14
RD-37171,2025-06-04 17:36:19,26.2,529,4,7.7
RD-38518,2025-06-06 09:25:49,56.1,290,3,4.24
RD-59012,2025-06-05 18:03:36,10.3,683,5,3.56
RD-88767,2025-06-07 22:13:26,86.3,278,3,3.99
RD-65814,2025-06-02 09:24:06,77.3,454,2,9.77
RD-59012,2025-06-07 11:32:57,61.2,411,1,6.17
RD-80345,2025-06-01 17:30:18,28.5,489,3,6.51
RD-80345,2025-06-07 16:35:52,52.1,189,1,9.69
RD-41935,2025-06-07 18:00:01,16.5,904,5,1.5
RD-37171,2025-06-05 09:15:52,90.0,242,1,6.77
RD-29468,2025-06-03 17:10:15,29.9,986,5,2.28
RD-89613,2025-06-02 14:17:24,63.8,431,2,3.02
RD-50204,2025-06-07 15:29:39,47.9,265,2,5.2
RD-74461,2025-06-02 07:47:49,11.2,829,3,4.22
RD-88767,2025-06-05 01:30:12,80.1,233,2,9.21
RD-59045,2025-06-02 08:06:42,16.0,1537,4,7.98
RD-89119,2025-06-07 08:31:01,36.5,540,3,9.58
RD-42922,2025-06-07 16:43:58,54.6,233,1,3.49
RD-89119,2025-06-05 16:57:23,64.0,322,1,6.24
RD-68049,2025-06-05 07:45:47,9.9,808,3,9.07
RD-11106,2025-06-06 08:48:10,5.3,1268,5,5.86
RD-12077,2025-06-06 06:45:20,68.7,220,3,1.02
RD-63576,2025-06-06 10:26:36,38.7,99,1,2.9
RD-80345,2025-06-03 02:26:23,80.5,524,3,1.22
RD-11106,2025-06-06 00:56:08,49.0,248,3,7.58
RD-17303,2025-06-03 11:34:21,89.0,63,1,9.7
RD-59752,2025-06-05 07:10:05,37.9,482,4,2.84
RD-41935,2025-06-02 12:10:48,52.9,191,3,1.67
RD-40951,2025-06-05 17:45:46,34.6,681,5,8.53
RD-63576,2025-06-07 17:29:08,33.9,433,5,0.68
RD-59752,2025-06-07 08:44:02,24.8,833,4,5.18
RD-59852,2025-06-01 16:36:04,44.9,203,2,1.72
RD-80345,2025-06-04 15:44:05,73.8,343,3,1.97
RD-18149,2025-06-04 08:03:27,18.9,1069,3,6.79
RD-50204,2025-06-03 07:27:09,30.3,279,3,5.27
RD-81084,2025-06-03 17:04:06,42.3,673,4,8.32
RD-65194,2025-06-01 18:04:45,25.4,696,5,9.02
RD-92582,2025-06-04 08:14:43,39.2,673,4,8.59
RD-75458,2025-06-07 07:58:00,21.1,399,4,7.05
RD-42922,2025-06-02 07:30:19,30.3,880,5,8.28
RD-12077,2025-06-05 18:33:07,30.5,759,5,4.38
RD-42510,2025-06-03 17:15:19,39.9,1496,4,9.18
RD-77987,2025-06-03 13:54:39,45.9,471,1,6.46
RD-65814,2025-06-03 07:42:11,21.5,515,5,6.62
RD-42510,2025-06-06 19:04:09,46.5,364,3,9.25
RD-42510,2025-06-06 06:17:33,47.8,69,1,1.39
RD-75458,2025-06-06 18:55:15,5.6,704,5,7.6
RD-19332,2025-06-07 08:54:02,33.4,961,3,6.98
RD-88767,2025-06-03 16:09:35,35.1,343,1,2.49
RD-51757,2025-06-01 14:33:29,60.1,502,2,0.71
RD-40171,2025-06-01 14:52:58,68.6,95,1,4.01
RD-88767,2025-06-03 22:36:32,63.4,209,1,4.77
RD-15488,2025-06-05 18:34:15,17.2,631,3,9.37
RD-28356,2025-06-07 17:13:22,15.4,1517,3,7.86
RD-59012,2025-06-04 17:18:42,19.9,915,4,8.61
RD-41787,2025-06-03 17:23:57,25.5,446,5,9.28
RD-28356,2025-06-01 18:13:54,29.1,1219,5,8.49
RD-80345,2025-06-03 06:06:37,80.0,208,1,9.5
RD-42510,2025-06-07 07:17:37,31.1,1112,5,7.24
RD-40171,2025-06-07 20:26:04,74.0,521,2,3.79
RD-59852,2025-06-04 05:17:06,73.7,329,2,7.16
RD-37171,2025-06-02 21:51:52,79.1,233,2,1.69
RD-60026,2025-06-07 17:50:33,32.1,1324,5,9.93
RD-68269,2025-06-06 11:11:41,69.5,121,2,8.62
RD-47857,2025-06-04 18:47:37,30.0,311,4,5.81
RD-40951,2025-06-02 17:02:45,15.3,1405,4,4.6
RD-17303,2025-06-05 17:34:01,29.8,1110,5,7.87
RD-73274,2025-06-06 06:18:56,70.8,122,3,6.22
RD-12077,2025-06-04 11:13:49,59.5,150,2,2.23
RD-51757,2025-06-07 19:18:46,78.4,254,1,2.09
RD-11106,2025-06-03 08:59:14,20.2,1027,5,8.22
RD-37171,2025-06-02 09:58:50,40.6,337,2,4.15
RD-50204,2025-06-02 17:18:29,31.1,865,4,7.24
RD-41935,2025-06-03 20:00:15,85.8,70,2,1.76
RD-37171,2025-06-06 09:57:20,55.1,398,3,7.2
RD-42922,2025-06-05 07:18:45,30.4,427,4,8.84
RD-88054,2025-06-06 05:41:20,37.3,261,2,3.23
RD-42510,2025-06-02 14:16:59,38.9,183,2,1.56
RD-59852,2025-06-05 17:23:32,31.6,1013,4,7.95
RD-60026,2025-06-01 06:49:17,58.1,152,2,8.18
RD-50199,2025-06-07 17:32:47,23.6,769,5,5.54
RD-19332,2025-06-03 18:37:24,26.7,1400,5,5.7
RD-38518,2025-06-02 20:37:39,49.1,394,1,1.79
RD-32096,2025-06-05 18:25:32,20.4,719,4,4.78
RD-51757,2025-06-02 08:18:14,16.2,697,4,5.86
RD-50204,2025-06-07 21:02:59,84.9,129,1,8.17
RD-30428,2025-06-03 06:47:44,68.0,452,2,6.18
RD-63576,2025-06-02 08:25:29,20.0,474,4,2.46
RD-19332,2025-06-06 15:11:45,76.0,233,3,7.86
RD-12077,2025-06-03 14:52:42,64.6,340,2,3.99
RD-92582,2025-06-01 16:44:31,54.3,102,1,8.62
RD-68049,2025-06-03 18:42:53,41.8,329,4,8.37
RD-63576,2025-06-04 00:56:26,47.3,322,2,7.69
RD-28356,2025-06-02 19:36:54,75.8,341,3,1.43
RD-18149,2025-06-07 17:22:10,17.7,869,3,5.64
RD-77987,2025-06-05 18:10:37,41.8,584,5,5.43
RD-51757,2025-06-05 17:31:40,18.9,1036,5,9.5
RD-75458,2025-06-05 06:07:55,60.3,191,3,6.09
RD-42510,2025-06-07 12:21:20,31.8,253,3,2.35
RD-63576,2025-06-03 07:59:51,6.4,636,5,3.6
RD-65194,2025-06-03 06:42:30,37.1,284,3,9.98
RD-59045,2025-06-03 11:58:11,51.5,312,2,5.12
RD-68269,2025-06-02 20:09:51,61.1,451,3,4.2
RD-68049,2025-06-03 07:09:57,25.3,488,3,4.86
RD-19332,2025-06-03 19:37:24,93.3,357,2,5.45
RD-50199,2025-06-07 13:23:58,66.3,90,3,1.42
RD-75458,2025-06-03 22:56:23,66.9,383,1,3.08
RD-38518,2025-06-01 18:13:17,39.5,930,5,8.39
RD-41787,2025-06-02 07:45:39,24.9,445,3,1.04
RD-41935,2025-06-03 18:13:45,11.2,1468,3,6.06
RD-70214,2025-06-04 18:06:12,14.2,654,4,8.87
RD-18149,2025-06-07 06:57:36,37.8,288,1,3.37
RD-89613,2025-06-02 06:19:12,50.4,35,1,9.74
RD-41787,2025-06-04 07:23:35,41.5,733,3,2.52
RD-88054,2025-06-02 10:55:49,81.0,265,3,4.65
RD-89613,2025-06-06 19:19:35,40.8,130,1,9.52
RD-50199,2025-06-02 21:38:07,76.2,524,2,0.54
RD-68269,2025-06-04 18:20:04,36.1,625,4,4.9
RD-10255,2025-06-01 19:16:20,87.3,21,1,3.09
RD-81084,2025-06-05 17:37:46,12.7,1045,3,2.46
RD-17303,2025-06-05 08:05:36,39.2,526,5,5.11
RD-47857,2025-06-07 16:04:58,63.2,353,2,1.83
RD-65194,2025-06-02 02:24:48,85.3,185,1,9.42
RD-18149,2025-06-05 07:38:05,8.8,568,4,4.54
RD-50204,2025-06-05 06:52:22,66.9,405,2,6.71
RD-73274,2025-06-07 19:13:51,87.2,127,2,7.81
RD-42922,2025-06-06 11:35:00,73.7,320,3,2.2
RD-65194,2025-06-01 19:29:18,85.2,213,3,2.03
RD-68269,2025-06-06 18:37:10,22.2,566,4,4.18
RD-70214,2025-06-04 18:42:42,11.9,1383,5,5.57
RD-10255,2025-06-04 19:32:10,64.0,62,3,1.56
RD-76046,2025-06-04 08:50:31,28.0,1309,5,7.58
RD-15488,2025-06-01 08:01:48,29.6,860,5,1.38
RD-40171,2025-06-06 19:54:21,35.5,495,2,7.11
RD-11106,2025-06-05 11:17:05,36.1,18,1,9.91
RD-89119,2025-06-04 14:33:33,59.4,147,3,1.67
RD-38518,2025-06-01 17:03:21,32.6,949,5,6.75
RD-59852,2025-06-01 13:09:37,83.7,105,1,6.71
RD-19332,2025-06-06 17:25:56,19.7,1242,5,8.49
RD-92582,2025-06-04 17:58:30,24.8,987,5,6.81
RD-59012,2025-06-07 07:01:57,17.2,489,4,8.91
RD-15488,2025-06-04 17:42:37,11.1,490,4,0.14
RD-14705,2025-06-05 07:08:55,21.0,999,4,1.6
RD-15488,2025-06-02 08:53:41,10.9,1069,5,9.94
RD-40951,2025-06-07 08:39:03,17.7,1244,3,6.53
RD-10255,2025-06-06 06:43:12,48.6,196,3,5.55
RD-59852,2025-06-06 03:33:46,57.5,72,1,3.43
RD-41787,2025-06-01 18:55:24,18.3,1116,4,6.18
RD-68269,2025-06-02 18:18:23,33.0,1200,5,6.97
RD-28356,2025-06-05 07:56:18,38.1,1083,3,0.1
RD-14705,2025-06-03 18:43:22,17.0,1100,3,7.1
RD-50204,2025-06-05 19:00:13,41.3,241,2,9.63
RD-59752,2025-06-04 01:14:26,45.9,319,2,1.93
RD-75458,2025-06-07 08:40:10,21.2,1004,5,9.69
RD-92582,2025-06-07 16:12:03,94.3,206,2,0.13
RD-19332,2025-06-01 17:36:45,30.1,1487,5,1.2
RD-59852,2025-06-04 07:53:19,25.1,1514,5,3.92
RD-17303,2025-06-01 06:32:45,43.3,31,2,8.85
RD-80345,2025-06-01 20:06:10,79.4,228,1,6.01
RD-42510,2025-06-05 17:28:30,19.7,412,4,9.3
RD-29468,2025-06-07 18:53:15,36.2,395,4,4.9
RD-30428,2025-06-05 13:24:12,40.3,32,2,7.13
RD-11106,2025-06-02 12:38:29,57.7,392,2,5.88
RD-68269,2025-06-02 17:44:32,34.2,826,4,8.58
RD-42510,2025-06-02 11:12:21,52.4,431,3,7.13
RD-15488,2025-06-07 10:22:14,69.3,139,3,7.14
RD-65194,2025-06-04 16:48:31,84.3,95,3,7.37
RD-40951,2025-06-07 07:53:33,17.8,1472,5,5.04
RD-60026,2025-06-01 20:19:59,81.3,139,1,4.76
RD-68269,2025-06-06 17:21:48,40.7,1295,5,7.1
RD-65194,2025-06-02 17:48:28,28.7,983,4,5.79
RD-42922,2025-06-06 09:00:22,91.6,384,3,6.49
RD-63576,2025-06-05 17:21:18,36.7,1289,3,8.38
RD-13357,2025-06-03 20:23:25,54.7,449,2,2.66
RD-68269,2025-06-02 07:14:42,14.9,501,5,8.26
RD-59752,2025-06-02 12:33:49,63.7,465,2,0.23
RD-12077,2025-06-01 23:59:37,50.9,372,1,4.13
RD-18149,2025-06-01 17:16:30,17.9,740,5,7.74
RD-81084,2025-06-04 18:50:37,31.8,675,4,2.1
RD-41935,2025-06-03 09:43:05,56.9,543,2,6.48
RD-10255,2025-06-06 07:12:11,22.2,1426,3,8.74
RD-74461,2025-06-04 13:49:01,45.6,153,3,5.42
RD-15488,2025-06-03 03:52:58,36.7,207,3,5.44
RD-50199,2025-06-01 11:09:37,68.4,456,1,6.96
RD-74461,2025-06-07 07:06:53,16.9,296,4,5.25
RD-94800,2025-06-07 06:48:56,54.1,111,1,5.94
RD-13357,2025-06-03 15:43:51,78.9,521,1,4.3
RD-88767,2025-06-06 14:41:05,67.8,209,1,0.88
RD-70214,2025-06-04 22:03:39,84.3,289,2,0.87
RD-65194,2025-06-03 06:32:24,85.2,453,3,1.91
RD-42510,2025-06-06 08:00:58,15.9,762,5,9.35
RD-92582,2025-06-04 07:55:42,40.4,530,5,8.3
RD-30428,2025-06-06 19:51:05,44.1,369,3,9.32
RD-92869,2025-06-01 19:58:34,58.5,106,3,8.39
RD-92869,2025-06-04 23:46:00,70.7,156,2,6.17
RD-92869,2025-06-03 14:43:45,48.5,112,2,5.82
RD-32096,2025-06-05 13:11:07,89.3,197,1,2.29
RD-19332,2025-06-06 10:39:29,80.2,235,2,9.14
RD-59752,2025-06-02 15:40:06,73.4,190,1,5.96
RD-63576,2025-06-02 22:56:57,45.9,328,3,4.34
RD-59852,2025-06-01 11:50:13,33.6,223,3,7.17
RD-13357,2025-06-02 22:35:27,75.6,268,2,0.29
RD-41787,2025-06-07 08:31:38,20.3,428,5,8.1
RD-59752,2025-06-05 11:34:20,47.8,400,3,0.25
RD-40951,2025-06-07 11:20:19,81.3,97,1,0.64
RD-89613,2025-06-03 17:21:54,26.2,583,3,7.26
RD-89119,2025-06-01 06:40:41,41.8,78,1,8.8
RD-28356,2025-06-01 06:35:00,68.9,174,2,9.68
RD-41787,2025-06-02 04:23:39,45.1,407,2,3.49
RD-94800,2025-06-07 08:16:35,40.2,782,3,6.89
RD-65194,2025-06-04 13:58:59,31.7,488,3,6.78
RD-88054,2025-06-01 18:22:23,37.7,1122,5,6.25
RD-88767,2025-06-02 07:39:26,18.0,319,5,5.25
RD-75458,2025-06-06 17:53:48,34.9,371,5,6.32
RD-29468,2025-06-06 18:31:46,37.2,389,5,7.21
RD-89613,2025-06-02 07:40:41,17.4,888,4,7.63
RD-74461,2025-06-07 17:26:53,22.6,808,5,0.78
RD-74461,2025-06-01 18:38:35,19.8,947,4,3.84
RD-73274,2025-06-06 07:28:17,10.3,744,5,2.58
RD-59752,2025-06-01 17:53:02,31.5,1071,4,0.5
RD-92582,2025-06-05 18:31:34,21.3,1187,5,2.02
RD-73274,2025-06-03 04:53:18,28.5,313,1,5.3
RD-73274,2025-06-02 16:44:10,61.7,427,2,7.55
RD-50199,2025-06-01 16:59:53,66.2,156,3,2.12
RD-14705,2025-06-06 08:54:05,35.1,913,4,7.02
RD-29468,2025-06-01 05:59:28,37.4,368,2,9.91
RD-30428,2025-06-03 18:12:25,17.8,655,5,4.84
RD-76046,2025-06-05 18:56:17,30.3,1414,5,6.5
RD-50204,2025-06-02 16:14:34,45.2,419,3,0.3
RD-11106,2025-06-03 03:44:38,38.5,57,2,1.47
RD-65814,2025-06-02 08:12:29,29.6,522,3,1.58
RD-47857,2025-06-05 00:00:05,46.7,267,1,1.95
RD-13357,2025-06-05 07:41:58,22.5,829,3,5.53
RD-65194,2025-06-01 09:44:25,79.9,412,3,3.83
RD-59012,2025-06-05 00:48:32,88.8,327,1,0.86
RD-77987,2025-06-05 18:22:09,27.8,749,3,3.04
RD-68269,2025-06-05 22:51:26,59.7,68,2,7.95
RD-70214,2025-06-05 16:51:12,76.0,317,1,9.06
RD-47857,2025-06-05 07:59:34,8.5,1014,5,3.8
RD-15488,2025-06-03 15:24:29,85.5,61,1,2.23
RD-50199,2025-06-04 22:24:44,83.8,240,1,8.61
RD-73274,2025-06-07 20:07:42,30.1,379,2,5.28
RD-89119,2025-06-07 08:48:06,22.8,673,3,6.31
RD-12077,2025-06-06 12:22:52,48.4,231,1,8.61
RD-51757,2025-06-07 08:40:25,7.4,373,5,3.38
RD-12077,2025-06-05 08:25:08,11.2,1189,3,5.84
RD-88054,2025-06-02 17:21:25,28.8,749,3,5.72
RD-59852,2025-06-07 22:40:03,64.2,382,2,6.31
RD-59752,2025-06-03 21:32:50,69.5,179,1,7.66
RD-19332,2025-06-07 12:04:39,76.0,98,2,4.05
RD-59852,2025-06-01 17:49:34,13.0,840,3,3.18
RD-92869,2025-06-07 18:57:28,15.5,1355,4,4.8
RD-60026,2025-06-02 21:18:38,68.6,191,1,7.75
RD-59852,2025-06-04 08:01:34,12.6,332,3,2.56
RD-18149,2025-06-03 08:34:08,16.4,580,3,8.6
RD-59045,2025-06-05 22:10:51,66.0,104,1,2.9
RD-18149,2025-06-01 18:23:44,15.3,1302,4,7.48
RD-63576,2025-06-07 18:14:06,36.4,886,3,7.66
RD-59045,2025-06-06 09:32:50,85.4,120,1,3.22
RD-40171,2025-06-01 03:27:25,47.4,425,3,9.95
RD-76046,2025-06-07 19:09:11,39.2,283,2,4.68
RD-88054,2025-06-03 07:41:54,34.7,1437,5,7.08
RD-70214,2025-06-01 21:38:13,80.8,92,3,6.28
RD-10255,2025-06-03 17:03:25,26.0,275,4,7.2
RD-59012,2025-06-02 18:33:48,26.3,1248,3,9.86
RD-89613,2025-06-02 17:02:40,24.2,810,3,1.18
RD-76046,2025-06-04 09:01:26,65.3,456,1,4.73
RD-89613,2025-06-02 17:33:48,9.2,817,4,6.12
RD-29468,2025-06-03 06:48:34,73.5,118,2,5.04
RD-13357,2025-06-05 07:04:29,30.0,1363,5,5.93
RD-76046,2025-06-03 17:44:12,25.0,1490,5,4.72
RD-41787,2025-06-03 18:25:14,37.1,1299,3,9.62
RD-92869,2025-06-03 06:13:35,49.3,462,1,7.92
RD-80345,2025-06-02 15:22:59,48.8,60,3,2.64
RD-28356,2025-06-02 14:19:57,77.2,278,3,8.8
RD-19332,2025-06-07 05:00:49,49.7,529,2,7.78
RD-51757,2025-06-06 06:20:59,26.2,434,2,2.06
RD-32096,2025-06-02 22:55:23,90.9,119,2,0.87
RD-50199,2025-06-04 00:54:36,53.4,511,1,4.07
RD-18149,2025-06-07 18:07:00,25.5,478,5,8.4
RD-32096,2025-06-04 13:04:41,40.1,279,3,1.44
RD-40951,2025-06-07 09:15:58,72.4,213,2,2.71
RD-74461,2025-06-05 11:30:26,32.8,487,2,7.64
RD-41787,2025-06-02 18:36:01,15.7,1070,5,4.96
RD-59012,2025-06-01 12:10:36,77.0,255,1,7.13
RD-59752,2025-06-04 02:07:04,36.0,362,1,7.71
